"Word","Word_Chinese","traditional","pinyin","pos","radical_1","character_type_1","radical_2","character_type_2","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean","Foot_leg.mean","Hand_arm.mean","Head.mean","Mouth.mean","Torso.mean","Auditory.SD","Gustatory.SD","Haptic.SD","Interoceptive.SD","Olfactory.SD","Visual.SD","Foot_leg.SD","Hand_arm.SD","Head.SD","Mouth.SD","Torso.SD","perceptual_mean","Dominant.perceptual","Max_strength.perceptual","Minkowski3.perceptual","perceptual_SUM","Exclusivity.perceptual","action_mean","action_SUM","Max_strength.action","Minkowski3.action","Exclusivity.action","Dominant.action","Max_strength.sensorimotor","Dominant.sensorimotor","Minkowski3.sensorimotor","sum_sensorimotor","Exclusivity.sensorimotor","concrete/abstract","concreteness","RT","RTSD","zRT","zRTSD","ERR","tstroke","wfreq","wfreq/mil","cd"
"call","叫声","叫聲","jiàoshēng","N","口","phono-semantic","耳","phono-semantic",4.76190476190476,0.523809523809524,0.714285714285714,2.9047619047619,0.476190476190476,1.57142857142857,1.0952380952381,1.28571428571429,2.38095238095238,3.33333333333333,1.61904761904762,0.538958431120796,1.20909253653505,1.23056316956332,1.4108423691101,1.16700675315302,1.85933936040274,1.17918454470714,1.38357714432037,1.68748897703631,1.62275485928508,1.49920613913466,1.82539682539682,"auditory",4.76190476190476,5.15495659666147,10.9523809523809,0.391304347826087,1.94285714285714,9.71428571428572,3.33333333333333,3.87571335212129,0.230392156862744,"mouth/throat",4.76190476190476,"auditory",5.80090479121634,20.6666666666667,0.207373271889401,"concrete",2.25,732.11,225.02,-0.359,0.712,0,17,37,1.1,28
"fireworks","烟花","煙花","yānhuā","N","火","phono-semantic","艹","phono-semantic",4.66666666666667,0.904761904761905,0.904761904761905,2.33333333333333,2.61904761904762,4.90476190476191,1.47619047619048,2.38095238095238,2.38095238095238,1.28571428571429,1.95238095238095,0.577350269189627,1.44584791402007,1.37494588638106,1.90613046073277,1.82964997953681,0.300792603759119,1.40068010691405,1.71686314178476,1.65759435557046,1.41925533794512,1.49920613913466,2.72222222222222,"visual",4.90476190476191,6.31445454759436,16.3333333333333,0.244897959183674,1.8952380952381,9.47619047619048,2.38095238095238,3.41364703884664,0.115577889447236,"hand/arm+head",4.90476190476191,"visual",6.63088703341115,25.8095238095238,0.154981549815498,"concrete",2,712.49,392.41,-0.462,1.113,12.2,14,182,5.43,128
"dumplings","饺子","餃子","jiǎozi","N","飠","phono-semantic","子","pictograph",1.57142857142857,4.85714285714286,3.66666666666667,3.28571428571429,4.66666666666667,4.33333333333333,1.14285714285714,3.42857142857143,2.38095238095238,4.04761904761905,1.9047619047619,1.43427433120127,0.478091443733757,1.31656117720877,1.30930734141595,0.577350269189627,0.795822425754222,1.49284005458436,1.247855302967,1.68748897703631,1.11696868694653,1.60949563232591,3.73015873015873,"gustatory",4.85714285714286,7.28257548890449,22.3809523809524,0.146808510638298,2.58095238095238,12.9047619047619,4.04761904761905,5.04646178694374,0.22509225092251,"mouth/throat",4.85714285714286,"gustatory",8.0143238279834,35.2857142857143,0.105263157894737,"concrete",1.233333,677.37,267.01,-0.518,0.879,2.44,21,781,23.28,616
"fate","缘分","緣分","yuánfèn","N","糹","phono-semantic","刀","compound_ideograph",2.57894736842105,1.05263157894737,2.21052631578947,3.68421052631579,1.42105263157895,2.36842105263158,1.84210526315789,2,2.36842105263158,2,2.10526315789474,2.06332497234936,1.89952287022371,2.20047841688072,1.76549116801175,2.00875277704805,2.21636655401456,2.08867735646634,2.08166599946613,1.97794860948266,2.16024689946929,2.10540935164915,2.21929824561404,"interoceptive",3.68421052631579,4.56742647046622,13.3157894736842,0.197628458498024,2.06315789473684,10.3157894736842,2.36842105263158,3.55339044747144,0.0510204081632659,"head",3.68421052631579,"interoceptive",5.19434817229258,23.6315789473684,0.111358574610245,"abstract",3.961538,648.83,201.55,-0.588,0.616,2.5,14,69,2.06,62
"appearance","容颜","容顏","róngyán","N","宀","compound_ideograph","頁","phono-semantic",1.42105263157895,0.947368421052632,2.63157894736842,3.57894736842105,0.842105263157895,4.73684210526316,1.42105263157895,1.94736842105263,2.36842105263158,2.15789473684211,1.36842105263158,1.26120707056922,1.17727011016194,1.49853729853071,0.768533196975772,0.958190302064658,0.452413928358864,1.46499106837187,1.71508614006302,1.8015587792486,1.86378223259219,1.49853729853071,2.35964912280702,"visual",4.73684210526316,5.58989779927787,14.1578947368421,0.275092936802974,1.85263157894737,9.26315789473685,2.36842105263158,3.30652979618419,0.107954545454545,"head",4.73684210526316,"visual",5.95163008114871,23.421052631579,0.166292134831461,"concrete",2.851852,704.78,219.87,-0.405,0.615,0,11,113,3.37,94
"melancholy","惆怅","惆悵","chóuchàng","Nv","忄","phono-semantic","忄","phono-semantic",2.09090909090909,1.22727272727273,1.18181818181818,4.22727272727273,1.13636363636364,2.36363636363636,2.22727272727273,2.54545454545455,2.36363636363636,1.81818181818182,2.22727272727273,1.30599682450904,1.44524897119652,1.2960145368219,1.23179382094408,1.58250718934512,1.64882222165239,1.74388231859995,1.62502081238753,1.46532799986424,1.22031860150433,1.50970883922059,2.03787878787879,"interoceptive",4.22727272727273,4.68532600861536,12.2272727272727,0.252788104089219,2.23636363636364,11.1818181818182,2.54545454545455,3.86656378745286,0.0650406504065043,"hand/arm",4.22727272727273,"interoceptive",5.43628892089897,23.4090909090909,0.132038834951456,"abstract",4.194444,672.99,156.18,-0.503,0.505,2.5,23,56,1.67,30
"video","视频","視頻","shìpín","N","見","phono-semantic","頁","compound_ideograph",4.27272727272727,0.818181818181818,0.818181818181818,3.63636363636364,0.454545454545455,4.72727272727273,1.95454545454545,2.45454545454545,2.36363636363636,1.81818181818182,2.27272727272727,1.51757382127866,1.36752691751566,1.40191581964395,1.32899727848998,0.800432783369497,0.631085095901019,1.73142585686927,1.6540649128528,1.70560573084488,1.68003298256636,1.75069559459521,2.45454545454546,"visual",4.72727272727273,6.15272848448243,14.7272727272727,0.290123456790124,2.17272727272727,10.8636363636364,2.45454545454545,3.76123795843568,0.0585774058577401,"hand/arm",4.72727272727273,"visual",6.58951507288535,25.5909090909091,0.16696269982238,"concrete",2.37037,608.73,156.83,-0.782,0.453,2.5,18,697,20.78,362
"landscape","风景","風景","fēngjǐng","N","風","phono-semantic","日","phono-semantic",3.13636363636364,1.18181818181818,2.09090909090909,3.09090909090909,1.90909090909091,4.90909090909091,2.40909090909091,2.22727272727273,2.36363636363636,2.04545454545455,2.13636363636364,1.6986116051886,1.81623272151487,1.90010252628368,1.63034004367453,1.87487373312218,0.29424494316825,1.86851331045352,1.87545088373863,1.98914804796173,1.83814794801395,1.95899523676357,2.71969696969697,"visual",4.90909090909091,5.81309202864802,16.3181818181818,0.22841225626741,2.23636363636364,11.1818181818182,2.40909090909091,3.83821413414439,0.0325203252032517,"leg/foot",4.90909090909091,"visual",6.32453997936085,27.5,0.135537190082645,"concrete",2.228571,652.15,227.52,-0.639,0.69,0,20,166,4.95,86
"fairy","仙人","仙人","xiānrén","N","亻","compound_ideograph","人","pictograph",2.19047619047619,0.571428571428571,1.47619047619048,2.76190476190476,0.714285714285714,3.0952380952381,1.33333333333333,1.95238095238095,2.33333333333333,1.42857142857143,1.52380952380952,1.86061945649957,1.247855302967,1.77817455889594,1.4108423691101,1.30930734141595,1.78619041271534,1.42594997574716,1.53219419383414,1.6532795690183,1.46872150428284,1.53684897172909,1.8015873015873,"visual",3.0952380952381,4.02073021147398,10.8095238095238,0.233480176211454,1.71428571428571,8.57142857142856,2.33333333333333,3.071252576041,0.116666666666667,"head",3.0952380952381,"visual",4.54635363170646,19.3809523809524,0.130221130221131,"abstract",3.84,713.52,296.67,-0.385,0.995,2.56,16,35,1.04,29
"authentic","正宗","正宗","zhèngzōng","Nadj","止","ideograph","宀","compound_ideograph",2.57142857142857,3.14285714285714,2.28571428571429,3.66666666666667,2.95238095238095,3.28571428571429,1.33333333333333,2.0952380952381,2.33333333333333,2.33333333333333,1.47619047619048,1.56752762563945,1.68183573174416,1.90112748501665,1.39044357430761,1.77415305078763,1.30930734141595,1.42594997574716,1.44584791402007,1.6532795690183,1.74164673034842,1.32736760616822,2.98412698412698,"interoceptive",3.66666666666667,5.54499208560311,17.9047619047619,0.077127659574468,1.91428571428571,9.57142857142857,2.33333333333333,3.42543621386858,0.104477611940299,"mouth/throat+head",3.66666666666667,"interoceptive",5.95037087684415,27.4761904761905,0.0849220103986138,"abstract",3.807692,646.02,186.82,-0.72,0.512,2.38,20,862,25.7,477
"secret trouble","心病","心病","xīnbìng","N","心","pictograph","疒","phono-semantic",1.85714285714286,0.571428571428571,1.0952380952381,4.42857142857143,0.666666666666667,1.61904761904762,0.619047619047619,1.42857142857143,2.33333333333333,1.52380952380952,1.42857142857143,1.59014824106793,0.870139561876632,1.33808676492827,0.74642002729218,0.966091783079296,1.49920613913466,0.920662287496912,1.32557265253281,1.6532795690183,1.16700675315302,1.36277028773849,1.70634920634921,"interoceptive",4.42857142857143,4.63073594350689,10.2380952380952,0.376744186046511,1.46666666666667,7.33333333333333,2.33333333333333,2.81514403712094,0.233766233766233,"head",4.42857142857143,"interoceptive",4.95438921321895,17.5714285714286,0.219512195121951,"abstract",3.705882,823.46,317.24,-0.089,0.972,12.5,19,2437,72.65,886
"strategy","谋略","謀略","móulüè","N","言","phono-semantic","田","phono-semantic",2.52380952380952,0.523809523809524,1.04761904761905,3.42857142857143,0.714285714285714,2.28571428571429,1.28571428571429,2.33333333333333,2.33333333333333,2.23809523809524,1.23809523809524,1.83354977077383,1.20909253653505,1.32197543381829,1.46872150428284,1.30930734141595,2.00356824547748,1.48804761828569,1.6532795690183,1.71269767715535,1.67047184665776,1.54611648670991,1.75396825396825,"interoceptive",3.42857142857143,4.12086355181866,10.5238095238095,0.276018099547511,1.88571428571429,9.42857142857143,2.33333333333333,3.43813467627928,0.116161616161616,"head",3.42857142857143,"interoceptive",4.80040377761656,19.952380952381,0.145584725536993,"abstract",3.7,711.7,189.46,-0.458,0.505,0,18,166,4.95,137
"sentiment","情调","情調","qíngdiào","N","忄","phono-semantic","言","phono-semantic",3.0952380952381,1.42857142857143,1.80952380952381,3.0952380952381,1.61904761904762,3.66666666666667,0.952380952380952,1.61904761904762,2.33333333333333,1.52380952380952,1.38095238095238,1.44584791402007,1.83225076262581,1.77817455889594,1.72929933512859,1.77415305078763,1.23827837473378,1.32197543381829,1.59612626305661,1.49443411809733,1.53684897172909,1.4309504001254,2.45238095238096,"visual",3.66666666666667,4.95545356194084,14.7142857142857,0.15210355987055,1.56190476190476,7.8095238095238,2.33333333333333,2.88383279263666,0.176829268292683,"head",3.66666666666667,"visual",5.26169204494811,22.5238095238095,0.120507399577167,"abstract",3.694444,718.85,204.26,-0.306,0.771,2.44,24,365,10.88,277
"gossip","闲话","閒話","xiánhuà","Nv","門","compound_ideograph","言","phono-semantic",4.38095238095238,0.666666666666667,0.904761904761905,3.28571428571429,0.80952380952381,2,1.52380952380952,2.23809523809524,2.33333333333333,3.42857142857143,1.9047619047619,1.02353263143832,1.31656117720877,1.4108423691101,1.38357714432037,1.60059512741504,1.73205080756888,1.5039630187956,1.64026710949046,1.62275485928508,1.6604646509766,1.51343192462568,2.00793650793651,"auditory",4.38095238095238,5.05436975004821,12.0476190476191,0.308300395256917,2.28571428571428,11.4285714285714,3.42857142857143,4.21090639843758,0.166666666666667,"mouth/throat",4.38095238095238,"auditory",5.88473406378104,23.4761904761905,0.158215010141988,"concrete",2.939394,716.82,257.37,-0.388,0.778,0,18,511,15.23,415
"preaching","训话","訓話","xùnhuà","Nv","言","phono-semantic","言","phono-semantic",4.52380952380952,0.333333333333333,0.952380952380952,3.19047619047619,0.476190476190476,3.47619047619048,1.19047619047619,2.0952380952381,2.33333333333333,3.52380952380952,1.61904761904762,0.813575295780767,0.658280588604383,1.07126982951031,1.4359334113756,0.749603069567329,1.36451631060415,1.16700675315302,1.26114082896249,1.46059348668044,1.47034171603228,1.53219419383414,2.15873015873016,"auditory",4.52380952380952,5.51861665876573,12.952380952381,0.323529411764706,2.15238095238095,10.7619047619048,3.52380952380952,4.15223722720744,0.216814159292035,"mouth/throat",4.52380952380952,"auditory",6.21152224386518,23.7142857142857,0.176706827309237,"concrete",2.8,837.2,205.48,0.016,0.587,10,19,1103,32.88,828
"fantasy","空想","空想","kōngxiǎng","Nv","穴","phono-semantic","心","phono-semantic",1.45454545454545,0.5,0.727272727272727,3.63636363636364,0.590909090909091,1.09090909090909,1.04545454545455,1.22727272727273,2.31818181818182,1.54545454545455,1.40909090909091,1.37068883368468,0.859124692984225,0.935125058192151,1.39882449103165,0.908116360757433,1.30599682450904,1.36197590102702,1.37777661406645,1.46014883900054,1.59544807043493,1.62302160620219,1.33333333333333,"interoceptive",3.63636363636364,3.76043452763091,8,0.392045454545455,1.50909090909091,7.54545454545456,2.31818181818182,2.79940533838042,0.16867469879518,"head",3.63636363636364,"interoceptive",4.21929564909314,15.5454545454546,0.201754385964912,"abstract",3.888889,798.5,292.25,-0.198,0.741,2.5,13,123,3.67,94
"musical instrument","乐器","樂器","yuèqì","N","木","pictograph","口","pictograph",4.77272727272727,0.409090909090909,3.27272727272727,3.54545454545455,1,3.5,2.36363636363636,3.77272727272727,2.31818181818182,2.40909090909091,2.13636363636364,0.528413454806726,0.590326052690247,1.66709951089333,1.37068883368468,1.4142135623731,1.4057704208691,1.67745426580065,1.02035559543011,1.58524036442018,1.50108186094122,1.58250718934512,2.75,"auditory",4.77272727272727,6.14711918427316,16.5,0.264462809917355,2.6,13,3.77272727272727,4.68897524871482,0.125874125874125,"hand/arm",4.77272727272727,"auditory",6.94774525353989,29.5,0.147919876733436,"concrete",1.869565,711.76,293.83,-0.442,0.778,7.69,13,697,20.78,405
"sky","天空","天空","tiānkōng","N","大","ideograph","穴","phono-semantic",2.40909090909091,0.727272727272727,1.18181818181818,2.86363636363636,0.681818181818182,4.59090909090909,1.54545454545455,2.09090909090909,2.31818181818182,1.27272727272727,1.77272727272727,1.65210085328869,1.12045136235861,1.18065210538049,1.45718105373925,1.04135276655684,0.796366206088087,1.18431305092758,1.50899180814751,2.05603325052703,1.31590338991954,1.50970883922059,2.07575757575757,"visual",4.59090909090909,5.14982573661251,12.4545454545454,0.313868613138686,1.8,9,2.31818181818182,3.20503122622956,0.116161616161617,"head",4.59090909090909,"visual",5.5342198417635,21.4545454545454,0.182203389830508,"concrete",1.433333,675.23,227.82,-0.558,0.58,0,16,6,0.18,5
"sun","太阳","太陽","tàiyáng","N","大","ideograph","阝","phono-semantic",1,0.5,1.45454545454545,3,0.863636363636364,4.72727272727273,1.54545454545455,1.90909090909091,2.31818181818182,1.59090909090909,1.81818181818182,1.44749372891149,0.963624111659432,1.59544807043493,1.44749372891149,1.32000918270452,0.631085095901019,1.56531672520818,1.65929103934384,1.61500003350623,1.59341176064476,1.56254870053974,1.92424242424242,"visual",4.72727272727273,5.16124310880779,11.5454545454545,0.366141732283465,1.83636363636364,9.18181818181819,2.31818181818182,3.2121951520426,0.0841584158415838,"head",4.72727272727273,"visual",5.54650896533047,20.7272727272727,0.203947368421053,"concrete",1.333333,675.37,287.46,-0.589,0.873,0,14,94,2.8,81
"awareness","意识","意識","yìshí","N","心","compound_ideograph","言","phono-semantic",1.26315789473684,0.263157894736842,0.894736842105263,3.73684210526316,0.421052631578947,0.842105263157895,0.894736842105263,1,2.31578947368421,0.947368421052632,1.31578947368421,1.69450436093855,0.733492805626908,1.62940810119317,1.14707866935281,0.96123701977563,1.16729306492209,1.37010692373119,1.52752523165195,1.63478274393971,1.31122013621437,1.4926721593969,1.23684210526316,"interoceptive",3.73684210526316,3.81680011613673,7.42105263157895,0.468085106382979,1.29473684210526,6.47368421052632,2.31578947368421,2.58451779713578,0.219512195121951,"head",3.73684210526316,"interoceptive",4.17679741827487,13.8947368421053,0.25,"abstract",4.290323,672.19,299.3,-0.566,0.79,2.56,11,63,1.88,37
"simulation","模拟","模擬","mónǐ","Nv","木","phono-semantic","扌","phono-semantic",2.10526315789474,1.36842105263158,2,2.63157894736842,1.36842105263158,2.73684210526316,2.10526315789474,2.15789473684211,2.31578947368421,1.94736842105263,2.26315789473684,2.07885483545643,1.86221273148637,2.05480466765633,2.11372568166022,1.86221273148637,2.15618246143909,2.02470126307027,2.03478521647691,2.083070158816,2.12063104367351,2.10402010085344,2.03508771929825,"visual",2.73684210526316,3.94036027467232,12.2105263157895,0.112068965517241,2.15789473684211,10.7894736842105,2.31578947368421,3.70296558685535,0.0341463414634147,"head",2.73684210526316,"visual",4.81963396199662,23,0.0594965675057209,"abstract",3.827586,686.1,170.4,-0.462,0.567,0,15,13,0.39,11
"authority","权威","權威","quánwēi","N","木","phono-semantic","女","phono-semantic",2.84210526315789,0.368421052631579,0.947368421052632,3.42105263157895,0.631578947368421,3.15789473684211,1.10526315789474,1.94736842105263,2.31578947368421,1.26315789473684,1.42105263157895,1.30226972350145,0.83069758608784,1.12909423927748,1.70996392014192,1.211542924254,1.50048725029708,1.28645666861885,1.61498827689334,1.60043853639305,1.28418176556808,1.46499106837187,1.89473684210526,"interoceptive",3.42105263157895,4.57311981600313,11.3684210526316,0.268518518518519,1.61052631578947,8.05263157894737,2.31578947368421,2.9639959321623,0.15032679738562,"head",3.42105263157895,"interoceptive",4.95532342629814,19.421052631579,0.157181571815718,"abstract",3.8,670.33,219.71,-0.561,0.594,2.44,9,5020,149.64,1616
"mind","脑海","腦海","nǎohǎi","N","月(肉)","phono-semantic","氵","phono-semantic",2,1.52631578947368,1.68421052631579,3.68421052631579,1.47368421052632,2.36842105263158,1.15789473684211,0.947368421052632,2.31578947368421,0.947368421052632,1.21052631578947,1.63299316185545,1.54086631666993,1.82734268448742,1.76549116801175,1.54086631666993,1.92095249278377,1.50048725029708,1.39338453695893,1.76549116801175,1.35292621998583,1.31567250942124,2.12280701754386,"interoceptive",3.68421052631579,4.35902665208592,12.7368421052632,0.173553719008264,1.31578947368421,6.57894736842105,2.31578947368421,2.59358027502703,0.208,"head",3.68421052631579,"interoceptive",4.64580094512278,19.3157894736842,0.141689373297003,"abstract",3.782609,713.78,194.52,-0.393,0.624,0,20,138,4.11,120
"spirit","锐气","銳氣","ruìqì","N","釒","phono-semantic","气","pictograph",2.15789473684211,1.42105263157895,1.78947368421053,3.36842105263158,1.36842105263158,2.31578947368421,1.63157894736842,1.89473684210526,2.31578947368421,1.78947368421053,2.42105263157895,1.83373201406727,1.60954753730786,1.75052206080932,1.46099381380504,1.57093483547534,2.083070158816,1.7704527454797,1.8527678046673,1.82734268448742,1.93157815064439,1.92399438303882,2.07017543859649,"interoceptive",3.36842105263158,4.15725652702252,12.421052631579,0.161016949152542,2.01052631578947,10.0526315789474,2.42105263157895,3.51654956004067,0.0785340314136129,"torso",3.36842105263158,"interoceptive",4.86766202460679,22.4736842105263,0.0889929742388758,"abstract",3.73913,791.19,320.73,-0.131,0.951,2.5,14,4776,142.37,1721
"temptation","诱惑","誘惑","yòuhuò","Nv","言","phono-semantic","心","phono-semantic",2.68421052631579,2.26315789473684,2.68421052631579,3.42105263157895,2.31578947368421,3.36842105263158,2.05263157894737,2.26315789473684,2.31578947368421,2.63157894736842,2.31578947368421,1.82734268448742,1.91026773176368,2.02902909400715,1.42656500703552,1.88716811884154,1.73879033033471,1.92854822226825,1.66139517217568,1.79668310378837,1.94965883955201,1.91638060412932,2.78947368421053,"interoceptive",3.42105263157895,5.20418735199607,16.7368421052632,0.0691823899371072,2.31578947368421,11.5789473684211,2.63157894736842,3.98542222459947,0.0499999999999998,"mouth/throat",3.42105263157895,"interoceptive",5.88917641607998,28.3157894736842,0.0483271375464685,"abstract",3.727273,672.46,268.62,-0.586,0.62,2.5,12,552,16.45,346
"debate","辩论","辯論","biànlùn","Nv","辛","phono-semantic","言","phono-semantic",4.43478260869565,0.782608695652174,1.43478260869565,3.39130434782609,0.869565217391304,3.73913043478261,1.69565217391304,2.39130434782609,2.30434782608696,3.8695652173913,2.21739130434783,0.787752092782873,1.08529517305119,1.75359596664376,1.6163688382742,1.3247417527437,1.09616651457157,1.89340440401784,1.72519117345882,1.6077873731169,1.54638428206772,1.59420888728064,2.44202898550725,"auditory",4.43478260869565,5.67317885405442,14.6521739130435,0.249258160237389,2.49565217391304,12.4782608695652,3.8695652173913,4.63584794128332,0.174216027874564,"mouth/throat",4.43478260869565,"auditory",6.55938039703746,27.1304347826087,0.134615384615384,"concrete",2.848485,701.72,196.47,-0.446,0.526,0,17,188,5.6,130
"lament","悲叹","悲嘆","bēitàn","Nv","忄","phono-semantic","口","phono-semantic",3.70588235294118,0.705882352941177,1.05882352941176,3.82352941176471,0.705882352941177,3.23529411764706,1.23529411764706,1.70588235294118,2.29411764705882,3.35294117647059,1.76470588235294,1.61108293867638,1.21267812518166,1.51948133565759,1.33394593769983,1.21267812518166,1.751050105105,1.52189896858768,1.57181049598675,1.53153133670001,1.61791441640883,1.20049009599756,2.20588235294118,"interoceptive",3.82352941176471,5.2237977704836,13.2352941176471,0.235555555555556,2.07058823529412,10.3529411764706,3.35294117647059,3.96029827071545,0.204545454545455,"mouth/throat",3.82352941176471,"interoceptive",5.89311168296312,23.5882352941177,0.13216957605985,"abstract",3.833333,790.76,274.43,-0.223,0.73,2.38,7,32,0.95,29
"after rhyme","余韵","餘韻","yúyùn","N","飠","phono-semantic","音","phono-semantic",3.82352941176471,1.58823529411765,1.52941176470588,3.23529411764706,1.58823529411765,2,1.29411764705882,1.52941176470588,2.29411764705882,1.88235294117647,1.64705882352941,1.59041245112891,1.5834623270468,1.69991349260865,1.48026229790137,1.66052791038768,1.62018517460197,1.4901638283404,1.3746657347708,1.68688714361516,1.61564046670262,1.49754701389423,2.29411764705883,"auditory",3.82352941176471,4.78199159943066,13.764705882353,0.166666666666667,1.72941176470588,8.6470588235294,2.29411764705882,3.07077785155629,0.115646258503401,"head",3.82352941176471,"auditory",5.17149548328786,22.4117647058824,0.112860892388452,"abstract",3.73913,885.28,342.61,0.236,1.244,12.5,18,18,0.54,15
"animal","动物","動物","dòngwù","N","力","phono-semantic","牛","phono-semantic",4,1.88235294117647,2.76470588235294,2.47058823529412,2.41176470588235,4.35294117647059,2.29411764705882,2.41176470588235,2.29411764705882,2.05882352941176,2.47058823529412,1.06066017177982,1.96476311998344,1.39326109203847,1.66274047354148,1.69774937525433,0.785905247993375,1.68688714361516,1.50244898122248,1.6494205756247,1.63823793430984,1.46277335303626,2.98039215686275,"visual",4.35294117647059,5.88089375570921,17.8823529411765,0.138157894736842,2.30588235294117,11.5294117647059,2.47058823529412,3.95752775882546,0.0357142857142864,"torso",4.35294117647059,"visual",6.42617124945608,29.4117647058823,0.0840000000000001,"concrete",1.827586,600.4,134.31,-0.799,0.475,0,20,248,7.39,195
"desire","欲望","慾望","yùwàng","N","心","phono-semantic","月","compound_ideograph",1.9047619047619,1.42857142857143,1.42857142857143,3.76190476190476,1.42857142857143,2.19047619047619,1.23809523809524,1.9047619047619,2.28571428571429,1.66666666666667,1.95238095238095,1.92106121466136,1.98925686052427,1.83225076262581,1.54611648670991,1.88603893309307,2.06443812256623,1.60949563232591,1.89485518984333,1.67758329578168,1.79814719456816,1.77415305078763,2.02380952380952,"interoceptive",3.76190476190476,4.29817069750762,12.1428571428571,0.192156862745098,1.80952380952381,9.04761904761905,2.28571428571429,3.20175494476624,0.115789473684211,"head",3.76190476190476,"interoceptive",4.82354624484325,21.1904761904762,0.119101123595505,"abstract",3.703704,672.39,294.39,-0.577,0.815,0,19,717,21.37,268
"moan","呻吟","呻吟","shēnyín","Nv","口","phono-semantic","口","phono-semantic",4.52380952380952,1.0952380952381,1.80952380952381,3.38095238095238,1.33333333333333,3.0952380952381,1.85714285714286,2.23809523809524,2.28571428571429,3.47619047619048,2.14285714285714,0.749603069567329,1.81396697612613,1.99045340611248,1.53219419383414,1.9832633040858,1.60949563232591,1.79682259240344,1.70014005025356,1.90112748501665,1.66189793967763,1.59014824106793,2.53968253968254,"auditory",4.52380952380952,5.54496867293928,15.2380952380952,0.224999999999999,2.4,12,3.47619047619048,4.33391787829614,0.134920634920635,"mouth/throat",4.52380952380952,"auditory",6.31546271583802,27.2380952380953,0.125874125874125,"concrete",2.956522,670.56,186.75,-0.526,0.585,0,18,342,10.19,256
"idea","念头","念頭","niàntou","N","心","phono-semantic","頁","phono-semantic",1,0.722222222222222,0.5,3.33333333333333,0.611111111111111,0.833333333333333,0.833333333333333,0.888888888888889,2.27777777777778,1.05555555555556,1,1.32842232831014,1.17851130197758,0.707106781186548,1.455213750218,0.916443823180533,1.04318516770401,1.20049009599756,1.1826634392157,1.44733245725717,1.1617543641469,1.4142135623731,1.16666666666667,"interoceptive",3.33333333333333,3.40120139240213,7,0.404761904761904,1.21111111111111,6.05555555555556,2.27777777777778,2.48118476742934,0.238532110091743,"head",3.33333333333333,"interoceptive",3.79418644376376,13.0555555555556,0.217021276595744,"abstract",3.833333,710.87,226.99,-0.435,0.625,0,21,356,10.61,298
"perplexed","迷惘","迷惘","míwǎng","Nv","辶","phono-semantic","心","phono-semantic",1.72727272727273,0.818181818181818,0.727272727272727,4,0.545454545454545,2.27272727272727,1.54545454545455,1.95454545454545,2.27272727272727,1.40909090909091,1.90909090909091,1.54863436558421,1.09702470503777,0.984731927834662,1.2724180205607,0.911684611677104,1.80427582575704,1.56531672520818,1.6468519095903,1.66709951089333,1.22120513892711,1.60086556673899,1.68181818181818,"interoceptive",4,4.3442559080191,10.0909090909091,0.342342342342342,1.81818181818182,9.09090909090909,2.27272727272727,3.19625474559521,0.0949999999999996,"head",4,"interoceptive",4.85786880142312,19.1818181818182,0.180094786729858,"abstract",4.16129,710.95,264.46,-0.397,0.764,2.38,21,146,4.35,124
"theory","理论","理論","lǐlùn","N","王(玉)","phono-semantic","言","phono-semantic",3.31818181818182,0.636363636363636,0.818181818181818,3.04545454545455,0.5,2.68181818181818,1.27272727272727,2.04545454545455,2.27272727272727,3,1.77272727272727,1.58524036442018,1.36435767358558,1.2960145368219,1.58796883522474,1.01183473147028,1.78315834396547,1.88178785763049,1.70370108956865,1.80427582575704,1.82574185835055,1.95013597039548,1.83333333333333,"auditory",3.31818181818182,4.39680700162711,11,0.256198347107438,2.07272727272727,10.3636363636364,3,3.80133268275288,0.166666666666667,"mouth/throat",3.31818181818182,"auditory",5.19160921515969,21.3636363636364,0.131914893617021,"abstract",3.676471,722.01,384.2,-0.419,1.1,0,17,200,5.96,154
"speech","言论","言論","yánlùn","N","言","ideograph","言","phono-semantic",4.31818181818182,0.545454545454545,0.681818181818182,3.63636363636364,0.590909090909091,2.13636363636364,0.909090909090909,1.40909090909091,2.27272727272727,3.72727272727273,1.40909090909091,0.945483682534708,1.18431305092758,1.28679608168667,1.09307145000004,1.22120513892711,1.48950150003775,1.01929438287525,1.29684932888065,1.27920429813366,1.20245060018591,1.43623485641122,1.98484848484849,"auditory",4.31818181818182,5.1805984052642,11.9090909090909,0.316793893129771,1.94545454545455,9.72727272727273,3.72727272727273,4.11868490967689,0.289719626168224,"mouth/throat",4.31818181818182,"auditory",5.93359734673176,21.6363636363636,0.17436974789916,"concrete",3.269231,742.03,254.66,-0.371,0.595,2.5,15,8,0.24,7
