"Word","Word_Chinese","traditional","pinyin","pos","radical_1","character_type_1","radical_2","character_type_2","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean","Foot_leg.mean","Hand_arm.mean","Head.mean","Mouth.mean","Torso.mean","Auditory.SD","Gustatory.SD","Haptic.SD","Interoceptive.SD","Olfactory.SD","Visual.SD","Foot_leg.SD","Hand_arm.SD","Head.SD","Mouth.SD","Torso.SD","perceptual_mean","Dominant.perceptual","Max_strength.perceptual","Minkowski3.perceptual","perceptual_SUM","Exclusivity.perceptual","action_mean","action_SUM","Max_strength.action","Minkowski3.action","Exclusivity.action","Dominant.action","Max_strength.sensorimotor","Dominant.sensorimotor","Minkowski3.sensorimotor","sum_sensorimotor","Exclusivity.sensorimotor","concrete/abstract","concreteness","RT","RTSD","zRT","zRTSD","ERR","tstroke","wfreq","wfreq/mil","cd"
"pronunciation","发音","發音","fāyīn","Nv","癶","phono-semantic","音","ideograph",4.33333333333333,0.611111111111111,0.555555555555556,1.72222222222222,0.666666666666667,1.11111111111111,0.666666666666667,1,1.72222222222222,4,1,0.970142500145332,1.19503329458363,1.04161764590537,1.22741026055367,1.2833778958395,1.07860961093922,1.02899151085505,1.2833778958395,1.22741026055367,1.02899151085505,1.18817705157201,1.5,"auditory",4.33333333333333,4.45714538277607,8.99999999999999,0.419753086419753,1.67777777777778,8.38888888888889,4,4.14866638244583,0.397350993377483,"mouth/throat",4.33333333333333,"auditory",5.42827859328694,17.3888888888889,0.217252396166134,"concrete",2.633333,718.91,319.33,-0.509,0.784,0,22,3441,102.57,1620
"experience","体验","體驗","tǐyàn","Nv","骨","compound_ideograph","馬","phono-semantic",2.52380952380952,2.38095238095238,2.80952380952381,3.66666666666667,2.28571428571429,3.04761904761905,1.95238095238095,2.19047619047619,1.71428571428571,1.66666666666667,2.23809523809524,1.74982992370823,1.85677652064513,1.86061945649957,1.11055541659718,1.8205179796656,1.53219419383414,1.59612626305661,1.60059512741504,1.55379719213471,1.46059348668044,1.64026710949046,2.78571428571429,"interoceptive",3.66666666666667,5.20844457164427,16.7142857142857,0.0826210826210825,1.95238095238095,9.76190476190476,2.23809523809524,3.38629685951575,0.0585365853658535,"torso",3.66666666666667,"interoceptive",5.64752103151534,26.4761904761905,0.0755395683453237,"abstract",4.076923,671.92,231.2,-0.552,0.733,0,14,18,0.54,18
"all evil","万恶","萬惡","wàn'è","Nadj","艹","pictograph","心","phono-semantic",1.47619047619048,1.04761904761905,1.28571428571429,3.66666666666667,1,2,1.19047619047619,1.28571428571429,1.71428571428571,1.71428571428571,1.23809523809524,1.47034171603228,1.62715059156153,1.67758329578168,1.42594997574716,1.51657508881031,1.67332005306815,1.32736760616822,1.38357714432037,1.67758329578168,1.55379719213471,1.33808676492827,1.74603174603175,"interoceptive",3.66666666666667,4.01635495043998,10.4761904761905,0.254545454545455,1.42857142857143,7.14285714285714,1.71428571428571,2.50856794627296,0.0733333333333328,"mouth/throat+head",3.66666666666667,"interoceptive",4.31915828656728,17.6190476190476,0.151351351351351,"abstract",3.909091,846.82,344.08,-0.007,1.024,7.5,10,5,0.15,5
"opportunity","先机","先機","xiānjī","N","儿","compound_ideograph","木","phono-semantic",1.57142857142857,0.333333333333333,0.857142857142857,2.80952380952381,0.80952380952381,1.23809523809524,1.28571428571429,1.57142857142857,1.71428571428571,0.857142857142857,1,1.56752762563945,0.912870929175277,1.2363540870525,1.47034171603228,1.24976188208185,1.48002573980191,1.84777858908629,1.6604646509766,1.90112748501665,1.35224680756563,1.4142135623731,1.26984126984127,"interoceptive",2.80952380952381,3.07768784685725,7.61904761904762,0.325,1.28571428571429,6.42857142857143,1.71428571428571,2.33148078232063,0.133333333333333,"head",2.80952380952381,"interoceptive",3.47121503580835,14.047619047619,0.176271186440678,"abstract",3.869565,856.82,159.08,0.155,0.577,9.76,12,591,17.62,393
"features","特点","特點","tèdiǎn","N","牜","phono-semantic","黑","phono-semantic",2.76190476190476,2.04761904761905,2.14285714285714,3.76190476190476,1.85714285714286,3.28571428571429,1.38095238095238,1.85714285714286,1.71428571428571,1.76190476190476,1.52380952380952,1.78619041271534,1.98686160756582,1.79682259240344,1.22085060121056,1.95667356208731,1.76473389333512,1.4309504001254,1.45896244933563,1.58564993434418,1.37494588638106,1.47034171603228,2.64285714285714,"interoceptive",3.76190476190476,5.12496641269747,15.8571428571429,0.12012012012012,1.64761904761905,8.23809523809523,1.85714285714286,2.84734296840382,0.057803468208093,"hand/arm",3.76190476190476,"interoceptive",5.40261786297708,24.0952380952381,0.0988142292490119,"abstract",3.769231,688.12,232.08,-0.5,0.65,2.44,15,686,20.45,453
"innovation","创新","創新","chuàngxīn","Nv","刂","phono-semantic","斤","phono-semantic",1.61904761904762,0.619047619047619,1.14285714285714,3.14285714285714,0.523809523809524,2.0952380952381,0.523809523809524,1.47619047619048,1.71428571428571,0.761904761904762,0.904761904761905,1.65759435557046,1.16086995293144,1.59014824106793,1.74027912375326,1.03048763306736,1.75797502555531,1.16700675315302,1.56904581255767,1.64750894209583,1.33808676492827,1.22085060121056,1.52380952380952,"interoceptive",3.14285714285714,3.59235962946421,9.14285714285714,0.286458333333333,1.07619047619048,5.38095238095238,1.71428571428571,2.12394089442271,0.221238938053096,"head",3.14285714285714,"interoceptive",3.82451680806969,14.5238095238095,0.180327868852459,"abstract",3.708333,659.08,211.17,-0.575,0.531,0,18,21,0.63,21
"channel","频道","頻道","píndào","N","頁","compound_ideograph","辶","phono-semantic",3.85714285714286,0.380952380952381,1,1.80952380952381,0.285714285714286,4.14285714285714,0.761904761904762,2.14285714285714,1.71428571428571,0.80952380952381,0.952380952380952,1.38873014965883,0.804747816162957,1.34164078649987,1.66189793967763,0.560611910581388,0.963624111659431,1.30018313728343,1.76877681706071,1.52127765851133,1.20909253653505,1.20317041503648,1.91269841269841,"visual",4.14285714285714,5.13617073658531,11.4761904761905,0.33609958506224,1.27619047619047,6.38095238095237,2.14285714285714,2.5567896838682,0.216417910447761,"hand/arm",4.14285714285714,"visual",5.33923236781817,17.8571428571429,0.216,"concrete",2.818182,700.94,205.53,-0.4,0.722,4.88,8,2,0.06,2
"front","前面","前面","qiánmiàn","N","刂","compound_ideograph","面","pictograph",1.47619047619048,0.19047619047619,1.28571428571429,2,0.238095238095238,4.09523809523809,1.9047619047619,1.61904761904762,1.71428571428571,0.904761904761905,1.52380952380952,1.5039630187956,0.402373908081478,1.45405835999994,1.78885438199983,0.538958431120797,0.889087279447968,1.51343192462568,1.49920613913466,1.58564993434418,1.37494588638106,1.24976188208185,1.54761904761905,"visual",4.09523809523809,4.34525367331567,9.28571428571429,0.42051282051282,1.53333333333333,7.66666666666666,1.9047619047619,2.73558506107127,0.130434782608695,"leg/foot",4.09523809523809,"visual",4.68018333844071,16.9523809523809,0.230337078651685,"concrete",2.517241,634.69,174.55,-0.682,0.606,0,13,2395,71.39,1047
"noise","噪音","噪音","zàoyīn","N","口","phono-semantic","音","compound_ideograph",4.85714285714286,0.714285714285714,0.952380952380952,3.28571428571429,0.761904761904762,1.38095238095238,1.0952380952381,1.95238095238095,1.71428571428571,2.66666666666667,1.57142857142857,0.358568582800318,1.30930734141595,1.4309504001254,1.52127765851133,1.33808676492827,1.85677652064513,1.33808676492827,1.80211515936664,1.52127765851133,1.71269767715535,1.5023790657297,1.99206349206349,"auditory",4.85714285714286,5.36434320837662,11.952380952381,0.346613545816733,1.8,9,2.66666666666667,3.32129444034308,0.174603174603174,"mouth/throat",4.85714285714286,"auditory",5.75899018125808,20.952380952381,0.197727272727273,"concrete",2.458333,697.17,251.12,-0.447,0.805,5.13,17,637,18.99,344
"call","称呼","稱呼","chēnghu","Nv","禾","phono-semantic","口","phono-semantic",3.85714285714286,0.571428571428571,0.761904761904762,3.04761904761905,0.714285714285714,2,0.857142857142857,1.14285714285714,1.71428571428571,2.61904761904762,1.38095238095238,1.42427926635594,1.20712172424443,1.13599128098599,1.68748897703631,1.30930734141595,1.78885438199983,1.19522860933439,1.65183880223569,1.67758329578168,1.82964997953681,1.62715059156153,1.82539682539683,"auditory",3.85714285714286,4.55784381969433,10.952380952381,0.3,1.54285714285714,7.71428571428571,2.61904761904762,3.02785134914594,0.228395061728395,"mouth/throat",3.85714285714286,"auditory",4.96567644652526,18.6666666666667,0.176020408163266,"concrete",2.2,685.75,314.61,-0.52,0.878,4.88,17,36,1.07,32
"stock","股票","股票","gǔpiào","N","月(肉)","phono-semantic","示","compound_ideograph",2.52380952380952,0.80952380952381,1.33333333333333,3.57142857142857,0.904761904761905,4,1.42857142857143,1.9047619047619,1.71428571428571,2.14285714285714,1.47619047619048,1.69171651345749,1.24976188208185,1.39044357430761,1.39897921969658,1.48002573980191,1.26491106406735,1.59910689359494,1.48002573980191,1.58564993434418,1.27615493909299,1.60059512741504,2.19047619047619,"visual",4,5.05631190662703,13.1428571428571,0.242753623188406,1.73333333333333,8.66666666666666,2.14285714285714,3.03371330881839,0.082417582417582,"mouth/throat",4,"visual",5.39688508016968,21.8095238095238,0.146288209606987,"concrete",1.903226,653.06,195.07,-0.621,0.575,0,17,1202,35.83,748
"thunder","雷声","雷聲","léishēng","N","雨","compound_ideograph","耳","phono-semantic",4.85714285714286,0.857142857142857,1.42857142857143,3.0952380952381,0.857142857142857,3,1.28571428571429,1.47619047619048,1.71428571428571,1.42857142857143,2,0.654653670707977,1.59014824106793,1.91236577493503,1.84132457499382,1.42427926635594,2.07364413533277,1.58564993434418,1.47034171603228,1.79284291400159,1.39897921969658,1.81659021245849,2.34920634920635,"auditory",4.85714285714286,5.5978922069415,14.0952380952381,0.283783783783784,1.58095238095238,7.90476190476191,2,2.77180637121839,0.0903614457831319,"torso",4.85714285714286,"auditory",5.81582394986265,22,0.181818181818182,"concrete",1.875,708.62,256.28,-0.482,0.643,0,17,2726,81.26,1701
"speaker","喇叭","喇叭","lǎbā","N","口","phono-semantic","口","phono-semantic",4.80952380952381,0.238095238095238,1.42857142857143,2,0.285714285714286,2.57142857142857,0.80952380952381,2.42857142857143,1.71428571428571,3.85714285714286,1.33333333333333,0.511766315719159,0.436435780471985,1.36277028773849,1.61245154965971,0.462910049886276,1.69030850945703,1.24976188208185,2.18108753999991,1.95301964001536,1.45896244933563,1.77012240631357,1.88888888888889,"auditory",4.80952380952381,5.18266889301584,11.3333333333333,0.403361344537815,2.02857142857143,10.1428571428571,3.85714285714286,4.30252655413258,0.300469483568075,"mouth/throat",4.80952380952381,"auditory",6.02631048962104,21.4761904761905,0.212860310421286,"concrete",1.36,688.47,147.22,-0.455,0.543,2.5,16,128,3.82,94
"finger","手指","手指","shǒuzhǐ","N","手","pictograph","扌","phono-semantic",1.76470588235294,1.47058823529412,3.58823529411765,2.64705882352941,1.47058823529412,3.52941176470588,1.64705882352941,3.47058823529412,1.70588235294118,1.47058823529412,2,1.88843227852847,1.69991349260865,1.22774302733775,1.72992689406909,1.66274047354148,1.3746657347708,1.93459222029438,1.58578241961277,1.96101714303933,1.73629084037005,1.90394327646598,2.41176470588235,"tactile",3.58823529411765,4.94020922777327,14.4705882352941,0.146341463414634,2.05882352941177,10.2941176470588,3.47058823529412,3.96672045963969,0.194285714285714,"hand/arm",3.58823529411765,"tactile",5.67725560404838,24.7647058823529,0.0855106888361045,"concrete",1.4,657.49,154.01,-0.553,0.545,0,18,16,0.48,14
"opportunity","时机","時機","shíjī","N","日","compound_ideograph","木","phono-semantic",1.21739130434783,0.608695652173913,1.08695652173913,3.21739130434783,0.956521739130435,2.04347826086957,1.30434782608696,1.60869565217391,1.69565217391304,1.52173913043478,1.08695652173913,1.34693327563464,1.03305066472527,1.41141590669089,1.85757715462252,1.1862186242451,2.01084018779951,1.49041734877107,1.67166575701067,1.76930347385877,1.62003269376076,1.23997959947518,1.52173913043478,"interoceptive",3.21739130434783,3.58376047806169,9.13043478260871,0.285714285714286,1.44347826086956,7.21739130434782,1.69565217391304,2.52328912619288,0.08433734939759,"head",3.21739130434783,"interoceptive",3.95987388057734,16.3478260869565,0.159574468085107,"abstract",3.96,728.56,310.8,-0.415,0.769,0,15,1932,57.59,1488
"internal force","内力","內力","nèilì","N","入","compound_ideograph","力","pictograph",1.0625,0.3125,2.3125,3.4375,0.4375,1.5,2.0625,2.5,1.6875,2,2.8125,1.73084757657436,0.602079728939615,2.08865985742054,1.50416089564913,0.892094912738176,1.63299316185545,1.76894507169292,1.4142135623731,1.40089257261219,1.54919333848297,1.47054411698527,1.51041666666667,"interoceptive",3.4375,3.86361229194266,9.0625,0.344827586206897,2.2125,11.0625,2.8125,3.90289979417506,0.101694915254237,"torso",3.4375,"interoceptive",4.89272122522029,20.125,0.15527950310559,"abstract",4,727.63,216.26,-0.346,0.664,7.5,15,302,9,251
"romantic charm","神韵","神韻","shényùn","N","礻","phono-semantic","音","phono-semantic",0.684210526315789,0.421052631578947,0.894736842105263,3.57894736842105,0.421052631578947,3.05263157894737,0.789473684210526,1,1.68421052631579,0.842105263157895,1.73684210526316,1.05686284083011,0.768533196975772,1.24252148839479,1.42656500703552,0.837707816583391,1.47096658359681,1.22832077643609,1.05409255338946,1.63478274393971,1.11868761873192,1.66139517217568,1.50877192982456,"interoceptive",3.57894736842105,4.22603382398604,9.05263157894737,0.348837209302325,1.21052631578947,6.05263157894737,1.73684210526316,2.29614933039695,0.156521739130435,"torso",3.57894736842105,"interoceptive",4.44087697948041,15.1052631578947,0.209059233449477,"abstract",4.16,765.03,225.54,-0.17,0.678,17.5,26,1,0.03,1
"(literary or artistic) style","格调","格調","gédiào","N","木","phono-semantic","言","phono-semantic",2.10526315789474,1.42105263157895,1.63157894736842,2.89473684210526,1.63157894736842,3,1.10526315789474,1.36842105263158,1.68421052631579,0.736842105263158,1.42105263157895,1.72867119301713,1.89489927828732,1.86221273148637,1.79179416111044,2.00583942848512,2.02758751009941,1.62940810119317,1.73879033033471,1.45497734151687,1.19452944074029,1.64370142847322,2.1140350877193,"visual",3,4.16293168399915,12.6842105263158,0.12448132780083,1.26315789473684,6.31578947368422,1.68421052631579,2.28686660424946,0.15,"head",3,"visual",4.38131483773613,19,0.119113573407202,"abstract",4.16,766.66,230.01,-0.196,0.795,0,15,49,1.46,44
"situation","情形","情形","qíngxíng","N","忄","phono-semantic","彡","pictograph",1.26315789473684,0.368421052631579,0.842105263157895,3.10526315789474,0.421052631578947,1.78947368421053,0.684210526315789,1,1.68421052631579,0.578947368421053,1.36842105263158,1.44691646319405,0.760885910252682,1.25888654041475,1.48678388335006,0.768533196975772,1.78197603701375,1.10818327700728,1.20185042515466,1.63478274393971,1.21636021134477,1.16478545071564,1.29824561403509,"interoceptive",3.10526315789474,3.37403975899944,7.78947368421053,0.351351351351352,1.06315789473684,5.31578947368421,1.68421052631579,2.06879064247791,0.207920792079208,"head",3.10526315789474,"interoceptive",3.61558983982801,13.1052631578947,0.208835341365462,"abstract",3.782609,783.75,323.58,-0.267,0.981,0,21,27,0.8,24
"illusion","错觉","錯覺","cuòjué","N","釒","phono-semantic","見","phono-semantic",2.94736842105263,1.68421052631579,2.26315789473684,3.15789473684211,1.73684210526316,2.84210526315789,1.57894736842105,1.31578947368421,1.68421052631579,1.26315789473684,1.21052631578947,2.01311489462161,1.88716811884154,1.75885395967431,1.53706639395154,1.99560921534024,1.86378223259219,1.57465302963627,1.37649440322337,1.4926721593969,1.28418176556808,1.35724178507659,2.43859649122807,"interoceptive",3.15789473684211,4.6671449933681,14.6315789473684,0.100719424460432,1.41052631578947,7.05263157894736,1.68421052631579,2.4541599981599,0.0671641791044783,"head",3.15789473684211,"interoceptive",4.88318611565217,21.6842105263158,0.0898058252427189,"abstract",3.766667,690.25,216.93,-0.486,0.6,0,14,1332,39.71,928
"development","开发","開發","kāifā","Nv","門","compound_ideograph","癶","phono-semantic",1.73684210526316,0.210526315789474,1.05263157894737,2.15789473684211,0.263157894736842,2.68421052631579,1.15789473684211,1.68421052631579,1.68421052631579,0.736842105263158,1.73684210526316,1.93913225906039,0.535303379031311,1.26814318375447,1.5727950313141,0.561951486949016,1.73373814436217,1.60772986587842,1.63478274393971,1.73373814436217,1.32673807442489,1.8511889651776,1.35087719298246,"visual",2.68421052631579,3.29645339029742,8.10526315789475,0.305194805194805,1.4,7.00000000000001,1.73684210526316,2.55844236569314,0.142857142857143,"torso",2.68421052631579,"visual",3.74604898321031,15.1052631578948,0.16376306620209,"abstract",3.714286,666.23,156.41,-0.578,0.396,4.88,11,776,23.13,543
"dirty work","勾当","勾當","gòudang","N","勹","compound_ideograph","田","phono-semantic",1.68421052631579,0.368421052631579,0.842105263157895,2.94736842105263,0.421052631578947,1.89473684210526,1,1.31578947368421,1.68421052631579,1.15789473684211,1.42105263157895,1.73373814436217,0.760885910252682,1.42451387009108,1.58021391697194,0.606976978666884,1.88251418298052,1.33333333333333,1.20428086327933,1.45497734151687,1.11868761873192,1.50243467129871,1.35964912280702,"interoceptive",2.94736842105263,3.35917402827883,8.1578947368421,0.316129032258065,1.31578947368421,6.57894736842106,1.68421052631579,2.31939954551752,0.104,"head",2.94736842105263,"interoceptive",3.6934034656571,14.7368421052632,0.175,"abstract",3.666667,707.91,169.8,-0.385,0.553,2.44,15,1938,57.77,1294
"tone of voice","口吻","口吻","kǒuwěn","N","口","pictograph","口","phono-semantic",3.68421052631579,0.947368421052632,1.31578947368421,3.10526315789474,1,1.94736842105263,1,1.26315789473684,1.68421052631579,2.57894736842105,1.36842105263158,1.37649440322337,1.12909423927748,1.37649440322337,1.24252148839479,1.29099444873581,1.35292621998583,1.05409255338946,0.991189255566704,1.37649440322337,1.67715994975912,1.25656172487509,2,"auditory",3.68421052631579,4.50556478053195,12,0.228070175438596,1.57894736842105,7.89473684210526,2.57894736842105,3.01869071686298,0.2,"mouth/throat",3.68421052631579,"auditory",4.91828898426376,19.8947368421053,0.137566137566138,"concrete",3.423077,733.62,231.95,-0.334,0.662,2.56,15,72,2.15,69
"prelude","前奏","前奏","qiánzòu","N","刂","compound_ideograph","大","compound_ideograph",4.42105263157895,0.947368421052632,1.10526315789474,2.05263157894737,0.684210526315789,2,1.47368421052632,1.78947368421053,1.68421052631579,1.57894736842105,1.31578947368421,0.901590537370499,1.26814318375447,1.66315419349651,1.61498827689334,1.00291971424256,1.82574185835055,1.42861319905516,1.51213415661519,1.29325736799874,1.34642693714736,1.20428086327933,1.86842105263158,"auditory",4.42105263157895,4.72639021009922,11.2105263157895,0.333333333333333,1.56842105263158,7.8421052631579,1.78947368421053,2.71091074117536,0.0604026845637589,"hand/arm",4.42105263157895,"auditory",5.00671498999142,19.0526315789474,0.196132596685083,"concrete",2.52,833.06,300.62,-0.022,0.947,2.5,11,2966,88.41,1882
"accompaniment","伴奏","伴奏","bànzòu","Nv","亻","phono-semantic","大","compound_ideograph",4.89473684210526,0.210526315789474,0.736842105263158,2.73684210526316,0.210526315789474,2.26315789473684,1.21052631578947,2.47368421052632,1.68421052631579,1.52631578947368,1.68421052631579,0.315301767642306,0.535303379031311,0.933458638205125,1.28418176556808,0.535303379031311,1.44691646319405,1.18222705886536,1.71167302993402,1.4926721593969,1.57650883821153,1.4926721593969,1.84210526315789,"auditory",4.89473684210526,5.31069909998998,11.0526315789474,0.423809523809524,1.71578947368421,8.57894736842105,2.47368421052632,3.10796219270014,0.147239263803682,"hand/arm",4.89473684210526,"auditory",5.64414068294729,19.6315789473684,0.238605898123324,"concrete",2.269231,682.37,148.54,-0.462,0.511,2.38,12,2,0.06,2
"starry sky","星空","星空","xīngkōng","N","日","phono-semantic","穴","phono-semantic",2,0.263157894736842,1,3.36842105263158,0.684210526315789,4.47368421052632,0.894736842105263,1.10526315789474,1.68421052631579,0.473684210526316,1.15789473684211,1.52752523165195,0.561951486949016,1.29099444873581,1.30002249193318,1.15723000589758,1.17229220156408,1.14962490704603,1.19697474409935,1.7013926184468,0.84119102419206,1.11868761873192,1.96491228070176,"visual",4.47368421052632,5.15630499681772,11.7894736842105,0.357142857142857,1.06315789473684,5.31578947368422,1.68421052631579,2.0410317247183,0.227722772277227,"head",4.47368421052632,"visual",5.26077260334699,17.1052631578948,0.246153846153846,"concrete",1.92,722.96,247.36,-0.456,0.654,0,18,10673,318.16,4141
"fingertip","指尖","指尖","zhǐjiān","N","扌","phono-semantic","小","compound_ideograph",0.947368421052632,0.631578947368421,4,2.26315789473684,0.578947368421053,3.78947368421053,0.736842105263158,3.84210526315789,1.68421052631579,0.684210526315789,1.52631578947368,1.31122013621437,1.01162829777814,1.4142135623731,1.75885395967431,1.07060675806262,1.43677676950183,1.24016599530322,1.38496521796425,1.73373814436217,1.00291971424256,1.71167302993402,2.03508771929825,"tactile",4,5.08269343964949,12.2105263157895,0.280172413793103,1.69473684210526,8.47368421052631,3.84210526315789,4.03653592209827,0.372670807453416,"hand/arm",4,"tactile",5.8193855710086,20.6842105263158,0.165394402035623,"concrete",1.592593,749.34,234.74,-0.27,0.78,0,24,14,0.42,6
"convert","归依","歸依","guīyī","Nv","止","phono-semantic","亻","phono-semantic",1.59090909090909,0.545454545454545,1.18181818181818,3.95454545454545,0.681818181818182,1.86363636363636,2.13636363636364,2.36363636363636,1.68181818181818,1.63636363636364,1.95454545454545,1.36831808154916,0.911684611677104,1.2960145368219,1.09009710040514,1.17052546752724,1.72641810709905,1.35560404899895,1.39882449103165,1.24924219453477,1.176979772673,1.58796883522474,1.63636363636363,"interoceptive",3.95454545454545,4.20724399005286,9.81818181818181,0.347222222222222,1.95454545454545,9.77272727272727,2.36363636363636,3.40739848654543,0.0744186046511621,"hand/arm",3.95454545454545,"interoceptive",4.84927755938674,19.5909090909091,0.174013921113689,"abstract",3.96,933.39,422.57,0.382,1.411,32.5,20,1568,46.74,870
"idea","观念","觀念","guānniàn","N","見","phono-semantic","心","phono-semantic",2.36363636363636,0.272727272727273,0.636363636363636,3.63636363636364,0.318181818181818,1.13636363636364,0.727272727272727,0.909090909090909,1.68181818181818,1.77272727272727,1.18181818181818,1.7605587464118,1.07711334601942,1.49747261825525,1.39882449103165,1.08611863056191,1.61231730734589,1.54863436558421,1.60086556673899,2.00917807493426,1.9255628288353,1.86793401628042,1.39393939393939,"interoceptive",3.63636363636364,3.98046447567133,8.36363636363637,0.402173913043478,1.25454545454545,6.27272727272727,1.77272727272727,2.3582223223079,0.166666666666666,"mouth/throat",3.63636363636364,"interoceptive",4.23919177598623,14.6363636363636,0.229813664596274,"abstract",3.769231,692.74,310.08,-0.499,0.836,0,12,287,8.56,225
"(evil) intentions","居心","居心","jūxīn","N","尸","pictograph","心","pictograph",2.59090909090909,0.590909090909091,0.863636363636364,3.63636363636364,0.772727272727273,2.22727272727273,1.45454545454545,1.72727272727273,1.68181818181818,1.31818181818182,1.09090909090909,1.91880644720049,1.25959520742979,1.2457720706245,1.29266997760282,1.1925090867905,1.65994314824673,1.6540649128528,1.54863436558421,1.67293194682309,1.61500003350623,1.41114917402165,1.78030303030303,"interoceptive",3.63636363636364,4.26968485830687,10.6818181818182,0.285106382978723,1.45454545454545,7.27272727272727,1.72727272727273,2.54974731731726,0.0875000000000005,"hand/arm",3.63636363636364,"interoceptive",4.55349637006264,17.9545454545455,0.169620253164557,"abstract",3.73913,777.08,197.67,-0.186,0.621,0,13,1034,30.82,574
"temperature","温度","溫度","wēndù","N","氵","phono-semantic","广","phono-semantic",1.36363636363636,1.22727272727273,4.04545454545455,4.27272727272727,1.5,2,1.72727272727273,2.5,1.68181818181818,2.09090909090909,2.04545454545455,1.46532799986424,1.47783039757026,1.39650150383609,1.03195691040618,1.59612626305661,1.63299316185545,1.4858641283079,1.53529894715748,1.3587937099944,1.65929103934384,1.61767831069194,2.40151515151515,"interoceptive",4.27272727272727,5.4284921279494,14.4090909090909,0.211356466876971,2.00909090909091,10.0454545454546,2.5,3.50975521035456,0.0814479638009051,"hand/arm",4.27272727272727,"interoceptive",5.87910033165195,24.4545454545455,0.12453531598513,"concrete",2.129032,650.57,205.98,-0.603,0.666,0,15,30,0.89,28
"atmosphere","气氛","氣氛","qìfēn","N","气","pictograph","气","phono-semantic",2.52380952380952,1.33333333333333,1.57142857142857,3.57142857142857,1.19047619047619,2.85714285714286,1.33333333333333,1.85714285714286,1.66666666666667,1.57142857142857,1.38095238095238,1.74982992370823,1.59164485150844,1.36277028773849,1.247855302967,1.28914885172534,1.59014824106793,1.19721899973786,1.31475147026783,1.01653004546513,1.36277028773849,1.4309504001254,2.17460317460317,"interoceptive",3.57142857142857,4.52888846091794,13.047619047619,0.182481751824818,1.56190476190476,7.80952380952381,1.85714285714286,2.71075868177578,0.0670731707317081,"hand/arm",3.57142857142857,"interoceptive",4.83188403206276,20.8571428571429,0.114155251141552,"abstract",4.037037,649.97,200.05,-0.632,0.551,0,17,626,18.66,469
"form","形成","形成","xíngchéng","Nv","彡","pictograph","戈","phono-semantic",1.9047619047619,1.04761904761905,1.80952380952381,3,1.0952380952381,2.66666666666667,1.38095238095238,1.61904761904762,1.66666666666667,1.28571428571429,1.76190476190476,1.81396697612613,1.39557122627942,1.72101852456758,1.34164078649987,1.4108423691101,1.49443411809733,1.49920613913466,1.5644868320376,1.52752523165195,1.27054543967767,1.60949563232591,1.92063492063492,"interoceptive",3,3.94213105640898,11.5238095238095,0.169421487603305,1.54285714285714,7.71428571428572,1.76190476190476,2.67317006781488,0.0617283950617276,"torso",3,"interoceptive",4.31540040257217,19.2380952380953,0.101485148514851,"abstract",3.909091,680.11,238.7,-0.601,0.696,7.5,11,64,1.91,51
"intention","心术","心術","xīnshù","N","心","pictograph","行","phono-semantic",1.38095238095238,0.619047619047619,0.571428571428571,3.52380952380952,0.571428571428571,1.23809523809524,0.571428571428571,0.904761904761905,1.66666666666667,0.80952380952381,1,1.71686314178476,1.16086995293144,0.978336781043653,1.40068010691405,1.20712172424443,1.67047184665776,0.978336781043653,1.44584791402007,1.52752523165195,1.40068010691405,1.26491106406735,1.31746031746032,"interoceptive",3.52380952380952,3.65675843519075,7.9047619047619,0.373493975903614,0.990476190476191,4.95238095238096,1.66666666666667,1.92085570013401,0.221153846153847,"head",3.52380952380952,"interoceptive",3.82552299059108,12.8571428571429,0.229629629629629,"abstract",3.83871,863.1,345.79,0.122,1.136,7.14,18,200,5.96,159
"classic","经典","經典","jīngdiǎn","N","糹","phono-semantic","八","compound_ideograph",2.72222222222222,1.44444444444444,1,3.05555555555556,1.27777777777778,3.05555555555556,1.22222222222222,1.72222222222222,1.66666666666667,1.66666666666667,1.77777777777778,1.48742001487596,1.54242826974879,1.455213750218,1.51355530893411,1.44733245725717,1.47417862363388,1.55508863207046,1.7423971167384,1.68033610083361,1.74894926439041,1.86470485144608,2.09259259259259,"visual/interoceptive",3.05555555555556,4.36782443103016,12.5555555555556,0.163716814159292,1.61111111111111,8.05555555555556,1.77777777777778,2.79403064441334,0.0689655172413798,"torso",3.05555555555556,"visual/interoceptive",4.71980139919981,20.6111111111111,0.0997304582210244,"abstract",3.709677,602.2,152.63,-0.79,0.454,2.44,8,1444,43.04,1019
"emotion","情感","情感","qínggǎn","N","忄","phono-semantic","心","phono-semantic",2.47619047619048,1.04761904761905,1.80952380952381,4.33333333333333,1.0952380952381,2.85714285714286,1.23809523809524,1.38095238095238,1.66666666666667,1.80952380952381,1.28571428571429,1.80607440652504,1.62715059156153,1.80607440652504,0.966091783079296,1.60949563232591,1.49284005458436,1.57812426331902,1.46547570693582,1.59164485150844,1.69171651345749,1.45405835999994,2.26984126984127,"interoceptive",4.33333333333333,5.04316513653903,13.6190476190476,0.241258741258741,1.47619047619048,7.38095238095239,1.80952380952381,2.58189714099905,0.0774193548387094,"mouth/throat",4.33333333333333,"interoceptive",5.25934044984356,21,0.156462585034013,"abstract",3.7,692.79,337.33,-0.491,0.708,0,10,459,13.68,248
