"Word","Word_Italian","Spa_Word","Eng_Trad_Rec","Spa_Trad_Rec","WordClass","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean","Head.mean","Foot_leg.mean","Hand_arm.mean","Mouth.mean","Torso.mean","Auditory.SD","Gustatory.SD","Haptic.SD","Interoceptive.SD","Olfactory.SD","Visual.SD","Head.SD","Foot_leg.SD","Hand_arm.SD","Mouth.SD","Torso.SD","M_Val","SD_Val","M_Aro","SD_Aro","M_Dom","SD_Dom","N_Part","Max_strength.action","Exclusivity.action","Dominant.action","Max_strength.perceptual","Exclusivity.perceptual","Dominant.perceptual","Max_strength.sensorimotor","Exclusivity.sensorimotor","Dominant.sensorimotor"
"wish","desiderio","deseo",NA,NA,"n",1.71428571428571,1.61904761904762,2.47619047619048,4.85,1.61904761904762,2.71428571428571,3.71428571428571,0.80952380952381,1.66666666666667,2.28571428571429,1.85714285714286,2.00356824547748,2.17890317536577,2.11232212550661,0.366347548532523,2.08509449369065,2.1480888515808,1.8205179796656,1.63153448075876,2.05750658160146,2.36944839873877,2.08052191254296,8.57575757575758,0.613916883131534,6.90909090909091,2.2962419891482,6.84848484848485,2.03287376823446,21,3.71428571428571,0.28110599078341,"head",2.71428571428571,0.28702268564182,"interoception",3.71428571428571,0.159537463570556,"interoception"
"detest","detestare","detestar",NA,NA,"v",1.6,0.6,0.578947368421053,4.47368421052632,0.65,2.45,3.55,0.9,1.2,1.4,1.35,1.95744193971837,0.99472291830968,0.692482608982125,0.772328445721234,1.08942283125661,1.8202082009311,1.9324105480761,1.37266548230652,1.57613785130482,1.69829635997837,1.56524758424985,3.52380952380952,1.4359334113756,5.47619047619048,1.72101852456758,5.0952380952381,1.72929933512859,20,3.55,0.31547619047619,"head",2.45,0.357275101828408,"interoception",3.55,0.207690148751052,"interoception"
"detail","dettaglio","detalle",NA,NA,"n",2.04761904761905,0.952380952380952,2.61904761904762,1.61904761904762,1.14285714285714,4.04761904761905,3.57142857142857,0.05,1.66666666666667,0.952380952380952,0,2.13251472389267,1.62715059156153,2.26883649644902,1.4309504001254,1.68183573174416,1.74574312188794,1.83225076262581,0.223606797749979,2.03306009093025,1.35927151357595,0,3,1.48323969741913,5.9047619047619,2.0713464679952,3.85714285714286,1.68183573174416,21,3.57142857142857,0.572300648607402,"head",4.04761904761905,0.311355311355311,"vision",3.57142857142857,0.216809080474429,"vision"
"diamond","diamante","diamante",NA,NA,"n",0.210526315789474,0,2.7,0.95,0,4.1,1.5,0.15,2.5,0.1,0,0.535303379031311,0,2.00262984991972,1.39453821823042,0,1.48323969741913,1.73205080756888,0.366347548532523,1.96012888942485,0.307793505625546,0,5.04761904761905,1.5644868320376,6.28571428571429,1.79284291400159,5,1.8165902124585,20,2.5,0.588235294117647,"hand/arm",4.1,0.483514859532712,"vision",2.5,0.335775862068965,"vision"
"devil","diavolo","diablo",NA,NA,"n",0.7,0.0526315789473684,0.157894736842105,2.6,0.5,1.45,1.55,0.105263157894737,0.105263157894737,0.105263157894737,0.0526315789473684,1.45457535854428,0.229415733870562,0.501459857121279,1.90290636437502,1.23544153624268,1.7614288458372,1.8771478925557,0.315301767642306,0.315301767642306,0.315301767642306,0.229415733870562,2.4,1.64852875583762,6.62857142857143,2.07344150239778,4.85714285714286,2.62502500988486,20,1.55,0.780521262002744,"head",1.45,0.301289498141264,"interoception",1.55,0.345221112696148,"interoception"
"god","dio","dios",NA,NA,"n",0.25,0,0.15,2.66666666666667,0,0.619047619047619,2.38095238095238,0.2,0.35,0.35,0.3,0.716350399411379,0,0.489360484929593,2.00831604418561,0,1.49920613913466,1.96153487035511,0.695852373938459,0.93330200448673,0.93330200448673,0.923380516876639,6.47727272727273,1.93485335498208,5.02272727272727,2.54712456542609,5.02272727272727,2.14029596262082,21,2.38095238095238,0.609042553191489,"head",0.619047619047619,0.346964064436183,"interoception",2.38095238095238,0.36697247706422,"interoception"
"diploma","diploma","diploma",NA,NA,"n",1.33333333333333,0,2.52380952380952,2.57142857142857,0,2.9047619047619,3.57142857142857,0,1.71428571428571,2.04761904761905,0.35,2.00831604418561,0,2.13586159708553,1.93833507349551,0,2.27826165979156,1.91236577493503,0,2.07708587070581,2.29076822215148,1.08942283125661,7.51515151515152,2.29294041736277,6.21212121212121,2.63103562971855,6.21212121212121,2.45913571907865,21,3.57142857142857,0.464828013634955,"head",2.9047619047619,0.262931034482759,"vision",3.57142857142857,0.20987827060305,"head"
"disaster","disastro","desastre",NA,NA,"n",2.4,0.210526315789474,1.45,2.65,0.6,3.45,2.9,0.473684210526316,0.85,0.526315789473684,0.68421052631579,1.93036674999174,0.535303379031311,1.84889725312998,1.72520021721355,1.14248114115496,1.9324105480761,1.58612404107756,0.904827856717728,1.46089374230838,1.02026255077535,0.88522637273985,2.3030303030303,1.84534631717275,5.87878787878788,2.36851187137588,3.66666666666667,2.18898758942728,20,2.9,0.446489104116223,"head",3.45,0.28919725204311,"vision",2.9,0.20003249918752,"vision"
"landfill","discarica","vertedero",NA,"vertedero de basura","n",1.33333333333333,0.1,1.0952380952381,0.55,4.52380952380952,4.19047619047619,2.28571428571429,0.571428571428571,0.80952380952381,0.25,0.15,2.08166599946613,0.447213595499958,1.4108423691101,1.05006265477226,0.813575295780767,1.16700675315302,2.02837021134844,1.16496474502144,1.66189793967763,0.638666373658505,0.489360484929593,2.27272727272727,1.39805059083906,6.06060606060606,1.7489174140628,3.75757575757576,1.5417178533681,21,2.28571428571429,0.525175644028103,"head",4.52380952380952,0.370153906097799,"smell",2.28571428571429,0.278937096532052,"smell"
"disdain","disdegno","desdén",NA,NA,"n",1.61904761904762,0.380952380952381,0.619047619047619,3.14285714285714,0.35,1.95238095238095,2,0.523809523809524,0.904761904761905,1.23809523809524,0.476190476190476,1.82964997953681,0.740012869900955,1.16086995293144,1.65183880223569,0.812727700887249,1.82964997953681,1.67332005306815,1.03048763306736,1.51343192462568,1.57812426331902,0.980767435177556,2.64516129032258,1.78041918466362,5.87096774193548,2.06142241318741,5.09677419354839,2.10324889491912,21,2,0.296296296296296,"head",1.95238095238095,0.292877745728866,"interoception",2,0.211465657111952,"interoception"
"draw","Disegnare","dibujar",NA,NA,"v",1.71428571428571,0,3.38095238095238,1.76190476190476,0.904761904761905,4.85,2,0.05,4.80952380952381,0.1,0.761904761904762,1.76473389333512,0,2.01186954040739,1.70014005025356,1.09108945117996,0.366347548532523,2.16794833886788,0.223606797749979,0.402373908081478,0.307793505625546,1.17918454470714,6.61904761904762,1.8835124230063,3.28571428571429,2.19414806115853,5.52380952380952,1.74982992370823,21,4.80952380952381,0.616404563675609,"hand/arm",4.85,0.391730769230769,"vision",4.80952380952381,0.238524590163934,"vision"
"deserter","disertore","desertor",NA,NA,"n",1.35,0,0.75,2.45,0,1.4,1.6,0.95,0.75,1.05,0.35,1.84319516629483,0,1.48235232689554,1.9324105480761,0,1.66701750693298,1.87504385913616,1.53811230854064,1.37170658209707,1.7614288458372,0.93330200448673,2.83870967741935,1.88143162146185,5.51612903225806,1.54641451411398,4.83870967741935,1.61445087039006,20,1.6,0.265957446808511,"head",1.4,0.267203323811997,"interoception",1.6,0.230046948356808,"interoception"
"spite","dispetto","despecho",NA,NA,"n",1.7,0.105263157894737,1.5,2.85,0.157894736842105,2.1,2.4,0.7,1.35,1.3,0.0526315789473684,1.65751875435925,0.315301767642306,1.5727950313141,1.69441808051583,0.374634324632678,1.74416319854476,2.01049875980014,1.26074330623269,1.42441123571146,1.55935209217432,0.229415733870562,3.41176470588235,1.9087937974388,5.94117647058824,1.82476526461481,4.70588235294118,1.89943231973527,20,2.4,0.40453514739229,"head",2.1,0.260697623769186,"interoception",2.4,0.196778970751574,"interoception"
"despise","disprezzare","despreciar",NA,NA,"v",2.04761904761905,1.38095238095238,0.952380952380952,3.47619047619048,1.52380952380952,2.76190476190476,2.9047619047619,0.2,0.80952380952381,2.19047619047619,0.2,2.01186954040739,1.98686160756582,1.71686314178476,1.83354977077383,2.06443812256623,2.09534631755139,1.99761762869579,0.523148363780597,1.40068010691405,2.04007469517779,0.523148363780597,2.23529411764706,1.32707980919173,5.8235294117647,2.02215888587292,4.76470588235294,1.51874795980732,21,2.9047619047619,0.429003021148036,"head",2.76190476190476,0.248299319727891,"interoception",2.9047619047619,0.177594217862674,"interoception"
"contempt","disprezzo","desprecio",NA,NA,"n",1.8,0.85,1.1,4.25,0.85,2.7,3.15,0.8,1.4,2,1,1.73508683234859,1.13670808176853,1.65115589496379,0.966545666958261,1.42441123571146,1.83819133074363,2.0332758116684,1.57613785130482,1.75918641482512,1.97350876413186,1.25656172487509,2.60606060606061,1.67592127536234,5.96969696969697,1.94430013894538,4.09090909090909,1.9583736295016,20,3.15,0.281437125748503,"head",2.7,0.315538271168464,"interoception",3.15,0.173366834170854,"interoception"
"distinguish","Distinguere","distinguir",NA,NA,"v",3,2.85,3.25,2.45,2.9,4.25,3.85,0.45,2.75,2.05,0.25,1.86378223259219,1.98082917247458,1.77334058829805,1.53811230854064,1.97084005599536,0.910465468000326,1.34848843251679,0.944513241388333,1.51744244666721,1.66938375014949,0.638666373658505,6.23809523809524,1.64026710949046,4.9047619047619,1.60949563232591,5.9047619047619,1.54611648670991,20,3.85,0.385026737967914,"head",4.25,0.222874266450243,"vision",3.85,0.142602495543672,"vision"
"destroy","distruggere","destruir",NA,NA,"v",2.57583547557841,0.210796915167095,3.43958868894602,2.32133676092545,0.362467866323907,3.66838046272494,1.97429305912596,2.56555269922879,3.50642673521851,1.29820051413882,0.856041131105398,1.86739029920448,0.77445466839094,1.66825293994175,1.87277903161271,0.946904929486263,1.62789874657543,1.93698600138594,1.87741487525782,1.56741458699695,1.74495498151829,1.45369977982053,2.65714285714286,1.71400557935219,6.57142857142857,2.00419727639,4.17142857142857,2.09320629777431,389,3.50642673521851,0.259828629032258,"hand/arm",3.66838046272494,0.271147947411757,"vision",3.50642673521851,0.151788737162848,"vision"
"destruction","distruzione","destrucción",NA,NA,"n",2.33333333333333,0.25,2.9047619047619,2.85714285714286,1.0952380952381,3.42857142857143,2.80952380952381,1.95238095238095,2.80952380952381,0.952380952380952,1.14285714285714,1.77012240631357,0.550119604220181,1.81396697612613,1.82443729093971,1.4108423691101,1.59910689359494,1.88730091980711,1.93587681623058,1.77817455889594,1.4309504001254,1.59014824106793,2.3030303030303,2.0988813759484,7,1.75,4.03030303030303,2.18639041122647,21,2.80952380952381,0.192118226600985,"head",3.42857142857143,0.243861134631668,"vision",2.80952380952381,0.141045958795563,"vision"
"disturb","disturbare","molestar",NA,NA,"v",3.9047619047619,0.15,1.71428571428571,3.14285714285714,0.25,3.42857142857143,1.85714285714286,0.80952380952381,1.47619047619048,3.04761904761905,0.15,1.70014005025356,0.489360484929593,2.00356824547748,2.17452786336975,0.638666373658505,1.7768350675127,2.03188863586847,1.40068010691405,1.63153448075876,2.08509449369065,0.366347548532523,3.19444444444444,1.78596823591086,6.44444444444444,1.76383420737639,5.02777777777778,1.84369367011072,21,3.04761904761905,0.39474537787869,"mouth/throat",3.9047619047619,0.283344851416724,"audition",3.04761904761905,0.188388484052085,"audition"
"finger","dito","dedo",NA,NA,"n",0.2,0.05,4.85,0,0,3.71428571428571,0.380952380952381,2,4.85,0.15,0,0.523148363780597,0.223606797749979,0.366347548532523,0,0,1.76473389333512,0.740012869900955,2.04939015319192,0.489360484929593,0.366347548532523,0,5.24242424242424,1.27549752622023,4.90909090909091,2.0211945163015,5.48484848484848,1.9222579841363,21,4.85,0.657096774193548,"hand/arm",4.85,0.499020088192063,"touch",4.85,0.299470743898853,"hand/arm"
"sofa","divano","sofá",NA,NA,"n",0.95,0,3.8,1.9,1.05,3.65,1.85,3.55,2.55,0.55,3.3,1.23437604097225,0,1.36111409475744,1.71372171173244,0.998683343734455,1.38696943388321,1.69441808051583,1.46808145478878,1.60509058606475,0.944513241388333,1.59274671723509,7.44117647058824,1.77851106386159,2,1.59544807043493,5.8235294117647,2.19462964688522,20,3.55,0.254237288135593,"foot/leg",3.8,0.308465403942791,"touch",3.55,0.16414686825054,"touch"
"become","Diventare","convertirse",NA,NA,"v",0.842105263157895,0,0.578947368421053,3.36842105263158,0.111111111111111,2.05263157894737,2.57894736842105,0.277777777777778,0.68421052631579,0.789473684210526,0.842105263157895,1.46299380627294,0,1.1697953037312,1.83213677060388,0.323380833381777,2.09426954145848,1.89489927828732,0.574513149960142,1.45497734151687,1.43677676950183,1.21395395733377,6.80952380952381,1.40068010691405,6.57142857142857,1.88603893309307,6.80952380952381,1.74982992370823,19,2.57894736842105,0.44488411531939,"head",2.05263157894737,0.353839403247038,"interoception",2.57894736842105,0.277791174342899,"interoception"
"fun","divertimento","diversión",NA,NA,"n",4.31578947368421,1.4,2.2,4.36842105263158,0.8,4.05,3.1,2.75,3.05,3.85,2.65,0.749268649265355,1.72900945174124,1.76515990031618,0.955133865881839,1.00524937990007,1.19097483291276,1.55258697527368,1.86024899295483,1.66938375014948,1.22581873821025,1.63111198750713,3.38095238095238,1.85677652064513,5.71428571428571,1.58564993434418,4.38095238095238,1.8835124230063,20,3.85,0.0779220779220779,"mouth/throat",4.31578947368421,0.24675802706835,"interoception",3.85,0.109682115991264,"interoception"
"divorce","divorzio","divorcio",NA,NA,"n",1.61904761904762,0.05,0.523809523809524,2.61904761904762,0.333333333333333,1.66666666666667,2.04761904761905,0.666666666666667,0.904761904761905,1.23809523809524,0.619047619047619,1.8835124230063,0.223606797749979,1.03048763306736,1.9098740920854,0.912870929175277,2.10554822631383,1.9098740920854,1.35400640077266,1.51343192462568,1.75797502555531,1.20317041503648,2.45714285714286,1.63316468574247,6.48571428571429,2.06328448284352,4.45714285714286,2.53612554364117,21,2.04761904761905,0.260869565217391,"head",1.66666666666667,0.268227261643502,"interoception",2.04761904761905,0.209068010075567,"interoception"
"dollar","dollaro","dólar",NA,NA,"n",0.55,0,4.23809523809524,0.714285714285714,0.857142857142857,4.6,1.9047619047619,0.1,2.9047619047619,0.1,0.05,0.759154654516248,0,0.995226703056238,1.23056316956332,1.01418510567422,0.820782681668124,1.89485518984333,0.307793505625546,1.72929933512859,0.307793505625546,0.223606797749979,7.39393939393939,1.5194446752719,6.87878787878788,1.79856845431262,5.81818181818182,1.95982373975546,21,2.9047619047619,0.564235294117647,"hand/arm",4.6,0.418998048145738,"vision",2.9047619047619,0.287158145065398,"vision"
"pain","dolore","dolor",NA,NA,"n",1.95,0.105263157894737,3.2,4.55,0.0526315789473684,2.15,3.4,2.9,2.85,2.95,2.95,1.95945749742385,0.315301767642306,1.98944583661936,0.759154654516248,0.229415733870562,2.1095023109729,1.81803827184544,1.80350535872433,1.69441808051583,1.73129096949433,1.66938375014948,1.87878787878788,1.08275042592856,6.63636363636364,1.81690295933392,3.12121212121212,1.63473193057715,20,3.4,0.0365448504983389,"head",3.2,0.314292886449804,"interoception",3.4,0.16621279906633,"interoception"
"woman","donna","mujer",NA,NA,"n",3.6,1.65,3.4,3.2,2.4,4.73684210526316,2.95238095238095,1.85714285714286,2.04761904761905,2.52380952380952,2.38095238095238,1.90290636437502,2.0332758116684,1.87504385913616,1.90843005194267,2.08755712181538,0.561951486949016,2.15583372448319,2.26463494377602,2.33401350630605,2.04007469517779,2.17890317536577,6.90909090909091,1.9024853001074,5.97727272727273,2.35745858789874,6.09090909090909,1.95076826628707,21,2.95238095238095,0.0931174089068826,"head",4.73684210526316,0.251037688859372,"vision",2.95238095238095,0.10038920020377,"vision"
"gift","dono","regalo",NA,"don","n",0.714285714285714,0.238095238095238,3.23809523809524,2.28571428571429,0.2,3.76190476190476,2.23809523809524,0.142857142857143,2.52380952380952,0.380952380952381,0,1.10194633003868,0.436435780471985,1.64026710949046,2.19414806115853,0.410391340834062,1.75797502555531,1.92106121466136,0.358568582800318,1.77817455889594,0.740012869900955,0,7.60606060606061,1.47773885419993,6.12121212121212,1.89996012717333,5.75757575757576,2.41130544299015,21,2.52380952380952,0.477477477477477,"hand/arm",3.76190476190476,0.333052276559865,"vision",2.52380952380952,0.239248940036342,"vision"
"sleep","dormire","dormir",NA,NA,"v",0.904761904761905,0.2,1.47619047619048,3.19047619047619,0.05,1.52380952380952,3.95238095238095,1.38095238095238,1.33333333333333,0.857142857142857,1.71428571428571,1.30018313728343,0.695852373938459,1.80607440652504,1.47034171603228,0.223606797749979,1.86061945649957,1.65759435557046,1.71686314178476,1.68325082306035,1.65183880223569,1.92724822331886,8.20454545454546,1.2497357014454,2.81818181818182,2.34543323981998,5.36363636363636,2.31366928040981,21,3.95238095238095,0.335051546391753,"head",1.52380952380952,0.305587229190422,"interoception",3.95238095238095,0.235319454414932,"head"
"doctor","dottore","doctor",NA,NA,"n",2.47619047619048,0,2.66666666666667,2.04761904761905,1.14285714285714,4.45,2.85714285714286,1.76190476190476,2.28571428571429,2.42857142857143,1.66666666666667,1.91361039971692,0,2.03306009093025,1.82964997953681,1.59014824106793,0.887041208323017,1.79682259240344,1.81396697612613,2.00356824547748,1.69030850945703,1.87971629064956,5.41176470588235,2.17586829841558,5.20588235294118,2.3584716644048,4.29411764705882,1.80116816916648,21,2.85714285714286,0.108225108225108,"head",4.45,0.343566176470588,"vision",2.85714285714286,0.187105816398038,"vision"
"doubt","Dubitare","dudar",NA,NA,"v",1.95,0.0526315789473684,0.3,4.1,0.3,1.45,3.4,0,0.157894736842105,1,0.1,1.70061908232205,0.229415733870562,0.656946685331786,1.4473205733718,0.656946685331786,1.57195821559574,2.08755712181538,0,0.374634324632678,1.65434038373702,0.307793505625546,3.38095238095238,1.85677652064513,5.71428571428571,1.58564993434418,4.38095238095238,1.8835124230063,20,3.4,0.729943502824859,"head",1.95,0.362137093650038,"interoception",3.4,0.320049301561216,"interoception"
"excellence","eccellenza","excelencia",NA,NA,"n",2.09090909090909,2.04545454545455,1.09090909090909,3.86363636363636,1.36363636363636,2.63636363636364,3.63636363636364,0.954545454545455,1.13636363636364,1.86363636363636,1.5,2.13606426934457,2.25678390482421,1.71572810891555,1.58250718934512,2.05971460217775,2.21564683762799,1.73330003298015,1.46311060439484,1.55212464354217,1.90976075653108,1.81920966618029,4.61904761904762,2.08509449369065,4.71428571428571,2.10102016037108,4.61904761904762,2.39741924736143,22,3.63636363636364,0.295,"head",2.63636363636364,0.256318207926479,"interoception",3.63636363636364,0.131147540983607,"interoception"
"excitement","eccitazione","excitación",NA,NA,"n",2.05,0.55,3.3,4.7,0.85,3.65,3.15,1.1,1.1,2.05,2.2,1.95945749742385,0.759154654516248,1.71985311490316,0.656946685331786,1.18210338847862,1.69441808051583,2.05899822345978,1.77408241664603,1.5183093090325,1.8771478925557,1.85245214442058,7.44117647058824,1.50133630316034,7.47058823529412,1.86247300761644,6.5,2.00378429855898,19,3.15,0.213541666666667,"head",3.65,0.29248777596681,"interoception",3.15,0.168016194331984,"interoception"
"building","edificio","edificio",NA,NA,"n",1.4,0.105263157894737,2.4,0.45,1.1,4.15,1.55,2.45,1.8,0.2,0.55,1.39170474787692,0.458831467741124,2.18608036641406,0.887041208323017,1.41048703794488,1.4964871146156,1.95945749742385,2.0384462607326,1.85245214442058,0.615587011251092,0.998683343734455,5.63636363636364,1.08028654878423,4.77272727272727,1.90304085138223,5.04545454545455,1.53947356533035,20,2.45,0.343511450381679,"foot/leg",4.15,0.411938850397423,"vision",2.45,0.250366509203453,"vision"
"elaborate","Elaborare","elaborar",NA,NA,"v",1,0,0.619047619047619,3.80952380952381,0,1.38095238095238,4.75,0,0.666666666666667,1,0.238095238095238,1.78885438199983,0,1.49920613913466,1.69171651345749,0,1.74574312188794,0.550119604220181,0,1.27801930084539,1.7606816861659,0.624880941040924,6.57142857142857,1.39897921969658,4.85714285714286,2.1044171232366,6.57142857142857,1.59910689359494,21,4.75,0.713774597495528,"head",1.38095238095238,0.37914691943128,"interoception",4.75,0.352785145888594,"head"
"elephant","elefante","elefante",NA,NA,"n",3.19047619047619,0.1,1.95238095238095,1.14285714285714,1.23809523809524,4.61904761904762,2.0952380952381,0.4,1.14285714285714,0.428571428571429,0.35,1.60059512741504,0.307793505625546,1.85677652064513,1.52596573636875,1.33808676492827,0.920662287496913,1.92106121466136,0.940324691963255,1.82443729093971,0.870139561876632,0.875093979915421,6.33333333333333,1.56752762563945,5.44444444444444,2.04861548291167,4.80555555555556,1.90966630509767,21,2.0952380952381,0.395148247978437,"head",4.61904761904762,0.377285103072734,"vision",2.0952380952381,0.271259111047592,"vision"
"element","elemento","elemento",NA,NA,"n",1.52380952380952,0.35,2.38095238095238,1.66666666666667,1,2.45,2.18181818181818,0.428571428571429,1.13636363636364,0.333333333333333,0.19047619047619,2.1591444513753,1.08942283125661,2.35533841466976,1.85292561462497,1.87082869338697,2.35025194618073,2.08478304538394,0.870139561876632,1.78072897179657,0.966091783079296,0.511766315719159,2.9047619047619,1.64026710949046,5.23809523809524,1.78619041271534,6.14285714285714,2.35129143845918,22,2.18181818181818,0.466294982260517,"head",2.45,0.21229626573138,"vision",2.18181818181818,0.165630057436613,"vision"
"appliance","elettrodomestico","electrodoméstico",NA,NA,"n",3.3,0.157894736842105,3.7,0.0526315789473684,0.368421052631579,4.47368421052632,1.6,0.85,3.75,0.45,0.5,1.55935209217432,0.501459857121279,1.71985311490316,0.229415733870562,0.83069758608784,0.772328445721234,1.90290636437502,1.13670808176853,1.58529426124516,0.887041208323017,0.888523316638639,4.02857142857143,1.67131005828493,5.25714285714286,1.44187086683886,4.82857142857143,1.72329565053698,20,3.75,0.461538461538462,"hand/arm",4.47368421052632,0.36675570166427,"vision",3.75,0.230231602028231,"vision"
"helicopter","elicottero","helicóptero",NA,NA,"n",3.9,0,1.05,1.25,0.7,4.57894736842105,0.9,0.526315789473684,0.421052631578947,0.105263157894737,1,1.41048703794488,0,1.73129096949433,1.71295374319209,1.55935209217432,0.768533196975773,1.68272961207926,1.02026255077535,0.901590537370498,0.458831467741124,1.62221421130763,5.5625,1.38976674766064,4.65625,1.75259024893018,5.28125,1.17045276599244,20,1,0.303030303030303,"torso",4.57894736842105,0.397510933182481,"vision",1,0.317286652078775,"vision"
"eliminate","Eliminare","eliminar",NA,NA,"v",1.19047619047619,0.05,1.38095238095238,2.61904761904762,0.238095238095238,2.38095238095238,1.61904761904762,0.333333333333333,1.61904761904762,0.80952380952381,0.380952380952381,1.60059512741504,0.223606797749979,1.59612626305661,1.74574312188794,0.624880941040924,1.62715059156153,1.9098740920854,0.577350269189626,1.4309504001254,1.28914885172534,0.920662287496912,3.80952380952381,1.80607440652504,5.71428571428571,1.97845538597304,5.52380952380952,2.08851735973268,21,1.61904761904762,0.27,"head",2.38095238095238,0.259372789436454,"interoception",1.61904761904762,0.203546500660253,"interoception"
"migraine","emicrania","migraña",NA,NA,"n",1,0,0.105263157894737,4.73684210526316,0.157894736842105,0.95,5,0.0526315789473684,0.210526315789474,0.5,0.157894736842105,1.62221421130763,0,0.315301767642306,0.561951486949016,0.688247201611685,1.19097483291276,0,0.229415733870562,0.713282503517759,1,0.374634324632678,2,1.11803398874989,4.09090909090909,2.40265005207318,3.45454545454545,1.62193767395107,20,5,0.835555555555556,"head",1,0.446070332782629,"interoception",5,0.388468615824985,"head"
"excite","entusiasmare","entusiasmar",NA,NA,"v",1.9,0.157894736842105,0.263157894736842,4.05,0.105263157894737,1.65,2.9,0.210526315789474,0.75,1.55,0.95,2.07491280729932,0.688247201611685,0.805681579172283,1.53811230854064,0.458831467741124,1.89944590258373,2.10012530954452,0.535303379031311,1.16415770318919,1.8771478925557,1.7614288458372,7.8125,1.28106558468256,7.09375,2.3190567465132,7.09375,1.97336089598594,20,2.9,0.422838229209764,"head",1.9,0.365017336601123,"interoception",2.9,0.272297910990009,"interoception"
"enthusiasm","entusiasmo","entusiasmo",NA,NA,"n",1.8,0.75,1,4.1,0.9,2.25,3.1,1.95,2.7,3,1.4,2.04167114213616,1.55173926187427,1.77704663327728,1.3337718577107,1.71372171173244,2.14905119823414,1.86095617754337,1.43178210632764,1.45457535854428,1.97350876413186,1.27320565172283,7.91176470588235,1.56413684317297,7.52941176470588,2.04843316497575,6.70588235294118,2.13951866244533,20,3.1,0.139917695473251,"head",2.25,0.311336105586693,"interoception",3.1,0.145969498910675,"interoception"
"grass","erba","hierba",NA,NA,"n",1.05,0.35,3.85,1.1,3.89473684210526,3.75,1.1,3.35,2.55,0.85,0.4,1.73129096949433,0.5871429486124,1.56524758424985,1.58612404107756,0.875261030404661,1.51744244666721,1.65115589496379,1.84319516629483,1.73129096949433,1.53125335660212,0.753937034925052,6.36363636363636,2.01274349176351,4.48484848484848,2.06338938583481,5.36363636363636,1.59722771189219,20,3.35,0.357575757575758,"foot/leg",3.89473684210526,0.262028614064226,"smell",3.35,0.159351709452265,"smell"
"inherit","Ereditare","heredar",NA,NA,"v",0.55,0,0.85,2.75,0.105263157894737,1.55,1.7,0,0.85,0.5,0.210526315789474,1.05006265477226,0,1.18210338847862,1.65035881266054,0.458831467741124,1.84889725312998,1.86660400897346,0,1.42441123571146,1,0.630603535284612,6.28571428571429,1.34695423615122,5.19047619047619,2.31557870993511,4.47619047619048,1.77817455889594,20,1.7,0.521388216303471,"head",1.55,0.30988322013076,"interoception",1.7,0.3033381712627,"interoception"
"heroin","eroina","heroína",NA,NA,"n",0.166666666666667,0.222222222222222,0.526315789473684,1.89473684210526,0.631578947368421,2.05263157894737,1.63157894736842,0.0555555555555556,0.894736842105263,0.842105263157895,0.631578947368421,0.514495755427527,0.548318880553316,1.17229220156408,2.07885483545643,1.34207659641441,2.01311489462161,1.64013977438881,0.235702260395516,1.76051560762135,1.5727950313141,1.38285237887288,5.47619047619048,0.872871560943968,5.19047619047619,1.72101852456758,5.71428571428571,1.23056316956332,19,1.63157894736842,0.388608507570296,"head",2.05263157894737,0.25465098201793,"vision",1.63157894736842,0.209124311083895,"vision"
"error","errore","error",NA,NA,"n",1.80952380952381,0.1,1.19047619047619,3.38095238095238,0.05,2.28571428571429,2.57142857142857,0.666666666666667,0.857142857142857,1.52380952380952,0.714285714285714,1.60059512741504,0.447213595499958,1.4359334113756,1.80211515936664,0.223606797749979,1.87464282312277,2.08737702802892,1.19721899973786,1.27615493909299,1.86061945649957,1.27054543967767,2.88571428571429,1.62284116455621,6.54285714285714,1.77138790953603,3.65714285714286,1.87777805402238,21,2.57142857142857,0.300751879699248,"head",2.28571428571429,0.303224428784967,"interoception",2.57142857142857,0.21986484362722,"interoception"
"exaggerate","Esagerare","exagerar",NA,NA,"v",1.57142857142857,1.33333333333333,1,3.04761904761905,0.619047619047619,2.14285714285714,2.57142857142857,0,1.42857142857143,2.19047619047619,1,1.7768350675127,1.85292561462497,1.18321595661992,1.32197543381829,1.46547570693582,1.93095091304037,1.69030850945703,0,1.6604646509766,1.80607440652504,1.54919333848297,4.52380952380952,1.56904581255767,6.19047619047619,2.293884208478,5.04761904761905,1.98686160756582,21,2.57142857142857,0.357615894039735,"head",2.14285714285714,0.25,"interoception",2.57142857142857,0.180281690140845,"interoception"
"examine","Esaminare","examinar",NA,NA,"v",2.15,0.263157894736842,2.9,2.65,1.15,4.5,3.7,0.157894736842105,2.5,1.05,0.0526315789473684,1.69441808051583,0.561951486949016,1.48323969741913,1.38696943388321,1.53125335660212,0.888523316638639,1.75018795983084,0.501459857121279,1.63835604381825,1.73129096949433,0.229415733870562,5.47619047619048,0.872871560943968,5.19047619047619,1.72101852456758,5.71428571428571,1.23056316956332,20,3.7,0.488888888888889,"head",4.5,0.327696814286888,"vision",3.7,0.211038961038961,"vision"
