"Word","Word_Italian","Spa_Word","Eng_Trad_Rec","Spa_Trad_Rec","WordClass","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean","Head.mean","Foot_leg.mean","Hand_arm.mean","Mouth.mean","Torso.mean","Auditory.SD","Gustatory.SD","Haptic.SD","Interoceptive.SD","Olfactory.SD","Visual.SD","Head.SD","Foot_leg.SD","Hand_arm.SD","Mouth.SD","Torso.SD","M_Val","SD_Val","M_Aro","SD_Aro","M_Dom","SD_Dom","N_Part","Max_strength.action","Exclusivity.action","Dominant.action","Max_strength.perceptual","Exclusivity.perceptual","Dominant.perceptual","Max_strength.sensorimotor","Exclusivity.sensorimotor","Dominant.sensorimotor"
"turn on","Accendere","encender",NA,NA,"v",2,0.2,3.47619047619048,0.761904761904762,1.19047619047619,4.0952380952381,2.04761904761905,0.25,3.42857142857143,0.55,0.1,1.73205080756888,0.523148363780597,1.69171651345749,1.26114082896249,1.63153448075876,1.09108945117996,1.74574312188794,0.550119604220181,1.74846871780506,1.05006265477226,0.447213595499958,6.14285714285714,1.19522860933439,5.14285714285714,2.03188863586847,6.71428571428571,1.45405835999994,21,3.42857142857143,0.522031366691561,"hand/arm",4.0952380952381,0.334370139968896,"vision",3.42857142857143,0.220731386477243,"vision"
"acceptance","accettazione","aceptación",NA,NA,"n",1.42857142857143,0,0.857142857142857,3.80952380952381,0,1.33333333333333,3.61904761904762,0,1.14285714285714,1.0952380952381,0.80952380952381,2.03890727036392,0,1.62128696675556,1.66189793967763,0,2.05750658160146,1.82964997953681,0,1.65183880223569,1.78619041271534,1.69171651345749,5.78787878787879,2.19028502365525,5.06060606060606,2.30406426151966,4.66666666666667,1.93110503770941,21,3.61904761904762,0.542857142857143,"head",1.42857142857143,0.355555555555556,"interoception",3.61904761904762,0.27027027027027,"interoception"
"agreement","accordo","acuerdo",NA,NA,"n",2.25,0,3.1,1.8,0.1,2.3,3.05,0.25,3.1,1.6,0.263157894736842,2.09949868703034,0,1.80350535872433,1.67332005306815,0.307793505625546,1.92216982655156,1.9324105480761,0.638666373658505,2.02354561157026,1.93036674999174,0.561951486949016,6.70588235294118,1.42551238559941,5.8235294117647,1.91438871065214,6,1.55699788832305,20,3.1,0.344904458598726,"hand/arm",3.1,0.261183550651956,"touch",3.1,0.174028660067957,"hand/arm"
"water","acqua","agua",NA,NA,"n",3.14066496163683,3.59846547314578,3.73657289002558,2.04859335038363,1.52685421994885,4.20204603580563,2.53452685421995,2.19948849104859,2.83120204603581,4.32992327365729,2.16879795396419,1.66968707885868,1.50551045886555,1.48830225741178,1.7380188591396,1.72274976283857,1.23104954509989,1.88195471720505,1.86220154910326,1.7222967187096,1.23873373900498,1.87620684923705,7.78125,1.18415275278804,4.75,2.82842712474619,6.1875,1.80389363823495,391,4.32992327365729,0.153664302600473,"mouth/throat",4.20204603580563,0.225067025003098,"vision",4.32992327365729,0.0867363089585312,"mouth/throat"
"fascinate","affascinare","fascinar",NA,NA,"v",2,0.31578947368421,1.75,3.5,1.35,3.55,3.4,1.3,1.25,2,1.45,1.7167901505579,0.945905302926917,1.80277563773199,1.63835604381825,1.69441808051583,1.31689427302111,1.69829635997837,1.75018795983084,1.61815359364665,1.97350876413186,1.7614288458372,7.97058823529412,1.29064921689416,6.8235294117647,2.46761556157251,7.23529411764706,1.85959955822054,20,3.4,0.228723404255319,"head",3.55,0.262286126953559,"vision",3.4,0.147911902756048,"vision"
"affection","affetto","afecto",NA,NA,"n",2.25,0.263157894736842,3,4.52631578947368,1.85,2.85,3.25,0.473684210526316,3.3,2.35,2.2,1.88832981062213,0.561951486949016,2.02614490051791,0.696692268479467,2.08440323404692,1.95407805694439,1.88832981062213,0.772328445721233,1.8093325317714,1.87153188029148,1.67332005306815,7.48484848484848,1.9222579841363,6.09090909090909,2.65004288129971,6.45454545454545,1.78694762603212,20,3.3,0.244201909959072,"hand/arm",3,0.274180570526348,"interoception",3.3,0.162016201620162,"interoception"
"affliction","afflizione","aflicción","grief","duelo","n",1.47368421052632,0.421052631578947,1.15789473684211,3.94736842105263,0.105263157894737,1.42105263157895,2.8421052631579,0.894736842105263,1.15789473684211,0.894736842105263,1.36842105263158,1.57650883821153,0.96123701977563,1.83373201406727,1.47096658359681,0.315301767642306,1.67715994975912,2.14121351612524,1.37010692373119,1.50048725029708,1.52369203807744,1.64013977438881,1.93939393939394,1.11633871258329,6.39393939393939,2.16418855953268,3.18181818181818,2.14264068170776,19,2.8421052631579,0.272058823529412,"head",1.47368421052632,0.336682342881573,"interoception",2.8421052631579,0.24496644295302,"interoception"
"drown","affogare","ahogar",NA,NA,"v",2.19047619047619,2.0952380952381,2.42857142857143,3.85714285714286,1.23809523809524,3.47619047619048,2.71428571428571,2.71428571428571,2.80952380952381,4.66666666666667,2.80952380952381,1.56904581255767,1.72929933512859,1.85933936040274,1.62128696675555,1.67047184665776,1.5039630187956,1.7361698402765,1.70712791386167,1.63153448075876,0.483045891539649,1.56904581255767,1.79411764705882,1.5720939860235,7.88235294117647,1.73667578458061,3.14705882352941,2.50008912497106,21,4.66666666666667,0.124242424242424,"mouth/throat",3.47619047619048,0.234782608695652,"interoception",4.66666666666667,0.110599078341014,"mouth/throat"
"aggression","aggressione","agresión",NA,NA,"n",3.19047619047619,0,2.57142857142857,2.47619047619048,0.238095238095238,3.57142857142857,2.23809523809524,2.71428571428571,3.04761904761905,2.33333333333333,2.23809523809524,1.74982992370823,0,2.01423505508738,1.83354977077383,0.624880941040924,1.63007449435382,1.84132457499382,1.61687529336239,1.65759435557046,1.93218356615859,1.89485518984333,2.52777777777778,1.10805134257298,7.08333333333333,1.5,3.86111111111111,1.31263699209487,21,3.04761904761905,0.0643939393939394,"hand/arm",3.57142857142857,0.272727272727273,"vision",3.04761904761905,0.145067698259188,"vision"
"agility","agilità","agilidad",NA,NA,"n",1.04123711340206,0.105670103092784,1.9639175257732,1.68041237113402,0.128865979381443,3.30927835051546,1.4639175257732,4.18814432989691,3.5979381443299,0.652061855670103,2.79123711340206,1.54128390906244,0.553745820320542,1.88390081685689,1.71056236428856,0.569592766787428,1.71848635243618,1.7136741776017,1.03087412284489,1.47789775839795,1.27996724614451,1.73584359536209,7.61111111111111,1.49814700361628,7.13888888888889,2.23162692450121,7,1.97122152121832,388,4.18814432989691,0.278578680203046,"foot/leg",3.30927835051546,0.346915406883242,"vision",4.18814432989691,0.195121951219512,"foot/leg"
"lamb","agnello","cordero",NA,NA,"n",2.52380952380952,3.23809523809524,2.47619047619048,1.19047619047619,3.19047619047619,4.57142857142857,1.38095238095238,0,1.23809523809524,2.23809523809524,0,1.91361039971692,1.86828161433875,1.88730091980711,1.63153448075876,1.63153448075876,0.74642002729218,1.9098740920854,0,1.57812426331902,1.94691453086061,0,6.36363636363636,1.65488258303614,4.90909090909091,2.12667046641629,5.06060606060606,2.09074439404058,21,2.23809523809524,0.46078431372549,"mouth/throat",4.57142857142857,0.265193370165746,"vision",2.23809523809524,0.207343412526998,"vision"
"needle","ago","aguja",NA,NA,"n",0,0,5,1.9047619047619,0,4,1.04761904761905,0.857142857142857,4.7,0.380952380952381,0.761904761904762,0,0,0,2.16575072214606,0,1.78885438199983,1.62715059156153,1.68183573174416,0.656946685331786,0.920662287496912,1.60949563232591,3.77142857142857,1.81635890282332,5.57142857142857,1.6321352720343,4.54285714285714,1.73786307493625,21,4.7,0.557467732022127,"hand/arm",5,0.433884297520661,"touch",4.7,0.268062292570845,"touch"
"agony","agonia","agonía",NA,NA,"n",2.14285714285714,0.55,1.71428571428571,4.52380952380952,0.857142857142857,2.38095238095238,3.23809523809524,2,1.85714285714286,1.85714285714286,2.38095238095238,1.95667356208731,0.998683343734455,1.84777858908629,0.749603069567329,1.45896244933563,2.03657041312572,1.60949563232591,1.51657508881031,1.38873014965883,1.68183573174416,1.68748897703631,1.45454545454545,0.904534033733291,7.51515151515152,1.37206988071882,2.63636363636364,1.63589008299346,21,3.23809523809524,0.121848739495798,"head",2.38095238095238,0.313997686332838,"interoception",3.23809523809524,0.169081146793638,"interoception"
"dawn","alba","amanecer","sunrise",NA,"n",0.714285714285714,0,0.05,2,0.2,4.9,3.61904761904762,0.1,0.05,0.1,0.15,1.27054543967767,0,0.223606797749979,1.7606816861659,0.523148363780597,0.307793505625546,1.49920613913466,0.307793505625546,0.223606797749979,0.307793505625546,0.366347548532523,7.97142857142857,1.74027912375326,3.97142857142857,2.84383455179502,5.88571428571429,2.01131254439993,21,3.61904761904762,0.88803317535545,"head",4.9,0.646153846153846,"vision",3.61904761904762,0.41234221598878,"vision"
"tree","albero","árbol",NA,NA,"n",1.38095238095238,0,3.76190476190476,0.35,2.33333333333333,4.57142857142857,1.85714285714286,0.3,2.38095238095238,0,0.5,1.77415305078763,0,1.51343192462568,0.670820393249937,1.82574185835055,0.74642002729218,1.87844920840874,0.57124057057748,1.71686314178476,0,1.05131496607569,6.22727272727273,1.95131007112081,4.38636363636364,2.2743862866656,4.79545454545455,1.33955121701341,21,2.38095238095238,0.472589792060492,"hand/arm",4.57142857142857,0.367323512531089,"vision",2.38095238095238,0.262187628021303,"vision"
"alcoholic","alcolista","alcohólico",NA,NA,"n",0.95,2.45,0.95,2,3,2.7,2.05,0.0526315789473684,1.25,2.7,0.45,1.09904264559757,2.35025194618073,1.63755273117186,1.73205080756888,1.7167901505579,1.94935886896179,1.98613615900453,0.229415733870562,1.68194749276577,2.27341616353706,0.887041208323017,2.35294117647059,1.53509160601548,5.52941176470588,2.23247782055082,3.94117647058824,2.14534275668761,20,2.7,0.407122622420073,"mouth/throat",3,0.214760524970172,"smell",2.7,0.15886524822695,"smell"
"allergy","allergia","alergia",NA,NA,"n",1.04761904761905,1.42857142857143,1.71428571428571,2.9047619047619,2.04761904761905,2.47619047619048,3.0952380952381,0.5,1.23809523809524,2.76190476190476,1.66666666666667,1.65759435557046,1.69030850945703,1.90112748501665,1.81396697612613,1.71686314178476,1.72101852456758,1.67047184665776,1,1.81396697612613,1.99761762869579,1.79814719456816,3.28571428571429,1.96396101212393,5.91428571428571,1.83706012856585,3.91428571428571,2.3435948828221,21,3.0952380952381,0.280205655526992,"head",2.47619047619048,0.211072664359862,"interoception",3.0952380952381,0.124287343215507,"head"
"alert","allerta","alerta",NA,NA,"n",3.5,1,1.05,4.1,1.3,3.75,3.35,1.85,1.9,1.55,1.75,1.84960877797953,1.83532587096449,1.63755273117186,1.0711528467276,1.78000591365073,1.55173926187427,1.66306628661765,1.75544266422131,1.68272961207926,1.66938375014949,1.86024899295483,5.03125,1.73175977995907,6.15625,1.79801638013279,5.75,1.74133800984075,20,3.35,0.173076923076923,"head",3.75,0.263343018810216,"interoception",3.35,0.123505976095618,"interoception"
"to love","Amare","amar",NA,NA,"v",3.22727272727273,2.04545454545455,3.54545454545455,4.81818181818182,2.45454545454545,3.90909090909091,4.31818181818182,1.22727272727273,2.22727272727273,2.81818181818182,3.09090909090909,1.82396267144912,1.88924960480718,1.68260774726875,0.394771016975861,2.19799199979637,1.44449994343374,1.49240501448927,1.95013597039548,2.09152070858954,2.08478304538394,2.0910031975811,8.66666666666667,0.577350269189626,7.85714285714286,1.31475147026783,7.23809523809524,2.21144210651697,22,4.31818181818182,0.225913621262458,"head",3.90909090909091,0.232650501672241,"interoception",4.31818181818182,0.106612685560054,"interoception"
"aspire","Ambire","aspirar",NA,NA,"v",0.210526315789474,0.105263157894737,0.4,3.6,0.105263157894737,0.95,3.25,0.157894736842105,0.368421052631579,0.31578947368421,0.157894736842105,0.535303379031311,0.458831467741124,0.882579950158088,1.35335839575791,0.458831467741124,1.27630222456166,2.09949868703034,0.501459857121279,1.01162829777814,0.820069887194403,0.501459857121279,7.14285714285714,1.65183880223569,5.66666666666667,2.12916258968951,6.9047619047619,1.84132457499383,20,3.25,0.727554179566563,"head",0.95,0.398225672303854,"interoception",3.25,0.363238512035011,"interoception"
"ambition","ambizione","ambición",NA,NA,"n",1.65,0.31578947368421,0.7,3.85,0.157894736842105,2.2,3.55,0.7,0.421052631578947,1.6,0.85,2.18306882018965,0.820069887194403,1.59274671723509,1.56524758424985,0.688247201611685,2.06728909698821,1.8202082009311,1.55935209217432,0.901590537370498,2.16187053509832,1.4964871146156,7.78787878787879,1.36376262041768,7.81818181818182,1.30992713190814,7.51515151515152,1.39465972824046,20,3.55,0.439393939393939,"head",2.2,0.340927249323095,"interoception",3.55,0.230832510694307,"interoception"
"ambulance","ambulanza","ambulancia",NA,NA,"n",4.57142857142857,0,1.0952380952381,0.904761904761905,0.1,4.19047619047619,2.0952380952381,0.619047619047619,0.666666666666667,0.380952380952381,0.571428571428571,0.676123403782814,0,1.72929933512859,1.30018313728343,0.447213595499958,0.980767435177556,1.94691453086061,1.2440333788203,1.23827837473378,0.920662287496912,1.12122382116278,2.85294117647059,1.87701169562841,5.97058823529412,2.03730799976783,3.67647058823529,1.73590581079655,21,2.0952380952381,0.395604395604396,"head",4.57142857142857,0.404892450442851,"audition",2.0952380952381,0.300846129739893,"audition"
"friend","amico","amigo",NA,NA,"n",3.15,0.1,2.45,3.05,0.55,3.75,3,1.1,2.25,2.05,0.578947368421053,2.1095023109729,0.307793505625546,1.84889725312998,1.8771478925557,0.887041208323017,1.58529426124516,1.97350876413186,1.48323969741913,1.61815359364665,2.13923252347043,0.901590537370498,8.20588235294118,1.14889701426025,6.1764705882353,2.67955885373393,6.29411764705882,1.88341102169676,20,3,0.269636576787808,"head",3.75,0.269414984604858,"vision",3,0.165691076334966,"vision"
