"Word","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean","Foot_leg.mean","Hand_arm.mean","Head.mean","Mouth.mean","Torso.mean","Auditory.SD","Gustatory.SD","Haptic.SD","Interoceptive.SD","Olfactory.SD","Visual.SD","Foot_leg.SD","Hand_arm.SD","Head.SD","Mouth.SD","Torso.SD","Max_strength.perceptual","Minkowski3.perceptual","Exclusivity.perceptual","Dominant.perceptual","Max_strength.action","Minkowski3.action","Exclusivity.action","Dominant.action","Max_strength.sensorimotor","Minkowski3.sensorimotor","Exclusivity.sensorimotor","Dominant.sensorimotor","N_known.perceptual","List_N.perceptual","Percent_known.perceptual","N_known.action","List_N.action","Percent_known.action","Mean_age.perceptual","Mean_age.action","List#.perceptual","List#.action"
"abortion",0.823529412,0.058823529,0.705882353,2.470588235,0.117647059,2.235294118,1.142857143,1.333333333,1.761904762,0.476190476,2.619047619,1.286239389,0.242535625,1.531531337,1.972233729,0.332105582,1.562426469,1.681835732,1.798147195,1.841324575,0.980767435,2.155833724,2.470588235,3.005943694,0.376146789,"Interoceptive",2.619047619,3.014950545,0.292207792,"Torso",2.619047619,3.792934183,0.18626452,"Torso",17,17,1,21,21,1,35.05882353,39.71428571,"PN_Sample_336.csv","MN_sample_336.csv"
"about",1.4375,0,0.125,0.4375,0,1.1875,0.117647059,0.117647059,1.941176471,0.294117647,0.058823529,1.965324401,0,0.5,1.093541647,0,1.905037182,0.48507125,0.48507125,1.983386883,0.771743633,0.242535625,1.4375,1.678709431,0.450980392,"Auditory",1.941176471,1.943729872,0.744186047,"Head",1.941176471,2.294143332,0.339549839,"Head",16,16,1,17,17,1,33.1875,38.82352941,"PN_Sample_785.csv","MN_sample_785.csv"
"abundance",0.823529412,0.647058824,1.882352941,0.411764706,0.411764706,4.352941176,0.789473684,1.421052632,3.578947368,1.105263158,0.789473684,1.185078801,1.271867548,1.833110503,1.064120736,0.618346942,0.931475742,1.548438187,1.952656011,1.835325871,1.882514183,1.548438187,4.352941176,4.483373455,0.462068966,"Visual",3.578947368,3.709549635,0.363013699,"Head",4.352941176,5.206855866,0.243078098,"Visual",17,18,0.944444444444444,19,20,0.95,33.64705882,39.52631579,"PN_Sample_486.csv","MN_sample_486.csv"
"abuse",3,0.1,2.7,2.65,0.05,4.2,2.052631579,2.789473684,3.052631579,2.736842105,1.842105263,1.835325871,0.307793506,1.838191331,1.663066287,0.223606798,0.894427191,1.778691286,1.843274483,1.840099158,1.694504361,1.863782233,4.2,5.184839348,0.326771654,"Visual",3.052631579,4.406301535,0.097046414,"Head",4.2,6.08159162,0.164854694,"Visual",20,20,1,19,19,1,36.1,36.57894737,"PN_Sample_265.csv","MN_sample_265.csv"
"abyss",1.533333333,0.066666667,0.666666667,2.066666667,0.066666667,3.866666667,0.411764706,0.588235294,2.529411765,0.764705882,0.764705882,1.959105724,0.25819889,1.496026483,1.869555588,0.25819889,1.641718032,0.939336437,1.121317502,2.211267935,1.30045241,1.562426469,3.866666667,4.131852863,0.459677419,"Visual",2.529411765,2.588842833,0.418604651,"Head",3.866666667,4.446115435,0.285167746,"Visual",15,17,0.88235294117647,17,18,0.944444444444444,39.4,37.35294118,"PN_Sample_082.csv","MN_sample_082.csv"
"accent",4.052631579,0.473684211,0.210526316,0.210526316,0.263157895,0.736842105,0.55,0.7,2.65,3.25,0.4,1.649029486,1.073334423,0.713282504,0.713282504,0.805681579,1.484815936,1.538112309,1.625455402,2.058998223,2.124419425,1.187655807,4.052631579,4.063626922,0.646017699,"Auditory",3.25,3.768322185,0.377483444,"Mouth",4.052631579,4.940823122,0.284655878,"Auditory",19,19,1,20,20,1,36.47368421,36.5,"PN_Sample_252.csv","MN_sample_252.csv"
"acceptance",2.941176471,0.235294118,1.117647059,2.882352941,0.352941176,2.882352941,0.473684211,1.157894737,2.842105263,1.473684211,0.631578947,1.712840778,0.752446989,1.653872461,1.653872461,1.05718828,1.866894244,1.306752593,1.572795031,1.863782233,1.982378511,1.570934835,2.941176471,4.213199663,0.259887006,"Auditory",2.842105263,3.039058793,0.36,"Head",2.941176471,4.68537936,0.15925656,"Auditory",17,17,1,19,19,1,36.35294118,36.21052632,"PN_Sample_190.csv","MN_sample_190.csv"
"accident",3.3125,0,1.0625,1.3125,0.3125,4.375,2.333333333,2.476190476,2.80952381,2.380952381,2.285714286,1.701714821,0,1.611159003,1.815443013,0.793200269,1.024695077,2.12916259,2.08851736,2.182178902,2.224324403,2.239260082,4.375,4.980969325,0.421686747,"Visual",2.80952381,4.226559387,0.042635659,"Head",4.375,5.839060126,0.193065406,"Visual",16,16,1,21,21,1,44.8125,40.71428571,"PN_Sample_622.csv","MN_sample_622.csv"
"accompaniment",2.461538462,0.230769231,0.615384615,0.923076923,0.230769231,2.846153846,0.578947368,0.736842105,2.157894737,1.526315789,0.578947368,2.183856856,0.832050294,1.043907845,1.800996875,0.832050294,1.951330907,1.261207071,1.446916463,2.242596657,2.010207868,1.261207071,2.846153846,3.391633562,0.357894737,"Visual",2.157894737,2.432440629,0.283018868,"Head",2.846153846,3.765870535,0.202953189,"Visual",13,16,0.8125,19,20,0.95,36.25,34.84210526,"PN_Sample_721.csv","MN_sample_721.csv"
"ace",0.4375,0,0,0.375,0,2.0625,0.4,1.6,1.35,0.6,0.5,1.263262971,0,0,1.024695077,0,2.205107707,0.88257995,1.788854382,1.843195166,1.273205652,1,2.0625,2.073139087,0.717391304,"Visual",1.6,1.909406264,0.269662921,"Hand_arm",2.0625,2.513079782,0.281569966,"Visual",16,18,0.888888888888889,20,21,0.952380952380952,38.0625,33.35,"PN_Sample_175.csv","MN_sample_175.csv"
"acknowledge",2.875,0,0.4375,1.75,0.125,2.4375,0.526315789,0.789473684,3.789473684,2.842105263,0.631578947,2.061552813,0,0.892094913,1.879716291,0.5,1.965324401,0.904827857,1.474936811,1.548438187,2.007296631,1.065130473,2.875,3.522062485,0.37704918,"Auditory",3.789473684,4.277479596,0.380368098,"Head",3.789473684,4.959069076,0.233861145,"Head",16,16,1,19,19,1,40.375,37.21052632,"PN_Sample_391.csv","MN_sample_391.csv"
"action",2.625,0.25,1,2.3125,0.3125,4.0625,3.45,3.5,2.85,2.9,2.25,1.74642492,0.577350269,1.032795559,1.815443013,0.602079729,0.928708781,1.848897253,1.986798536,2.207046133,2.174009151,2.149051198,4.0625,4.619007792,0.360946746,"Visual",3.5,5.227704391,0.08361204,"Hand_arm",4.0625,6.226654087,0.149436551,"Visual",16,16,1,20,20,1,36.1875,39.1,"PN_Sample_189.csv","MN_sample_189.csv"
"activate",1.583333333,0.041666667,1.416666667,0.708333333,0.041666667,3,1.35,2.75,2.15,2.05,0.65,1.665941871,0.204124145,1.612900888,1.267629306,0.204124145,1.719453907,1.631111988,2.074278568,1.980829172,1.820208201,1.308876577,3,3.244940169,0.435582822,"Visual",2.75,3.478380335,0.234636872,"Hand_arm",3,4.240526369,0.187930122,"Visual",24,24,1,20,20,1,38.33333333,37.65,"PN_Sample_534.csv","MN_sample_534.csv"
"adjustment",0.894736842,0.368421053,1.842105263,0.842105263,0.526315789,3.157894737,1.526315789,2.210526316,1.947368421,1.263157895,2.368421053,1.149624907,0.830697586,1.893355572,1.167293065,1.306752593,1.572795031,1.806421295,2.016017729,1.809655713,1.790161547,1.977948609,3.157894737,3.39848953,0.365517241,"Visual",2.368421053,3.333516861,0.118644068,"Torso",3.157894737,4.241293274,0.164596273,"Visual",19,20,0.95,19,19,1,37.42105263,38.52631579,"PN_Sample_035.csv","MN_sample_035.csv"
"admire",2.055555556,0.055555556,0.388888889,2.555555556,0.055555556,2.611111111,0.25,0.65,3.3,1.85,0.45,1.862074183,0.23570226,0.849836586,1.854159782,0.23570226,1.85151413,0.910465468,1.424411236,1.922169827,1.899445903,1.234376041,2.611111111,3.509817253,0.330935252,"Visual",3.3,3.49386681,0.469230769,"Head",3.3,4.412067373,0.228125,"Head",18,18,1,20,20,1,37.83333333,38.4,"PN_Sample_741.csv","MN_sample_741.csv"
"advantage",1,0.052631579,0.210526316,0.263157895,0.052631579,1.631578947,0.9,0.95,1.45,1.2,0.8,1.452966315,0.229415734,0.713282504,0.561951487,0.229415734,1.605910137,1.682729612,1.637552731,1.959457497,1.7651599,1.609184167,1.631578947,1.751285166,0.491803279,"Visual",1.45,1.90147623,0.122641509,"Head",1.631578947,2.304979203,0.185528757,"Visual",19,19,1,20,20,1,36.10526316,34.55,"PN_Sample_324.csv","MN_sample_324.csv"
"adventure",1.666666667,0.333333333,1,1.666666667,0.333333333,2.833333333,3.142857143,2.952380952,3.333333333,2.333333333,2.285714286,1.878672873,1.188177052,1.814970426,1.814970426,1.188177052,1.855040827,2.104417123,1.883512423,2.105548226,1.932183566,1.95301964,2.833333333,3.210082253,0.319148936,"Visual",3.333333333,4.911243781,0.074576271,"Head",3.333333333,5.331407826,0.13710555,"Head",18,18,1,21,21,1,36.38888889,39.85714286,"PN_Sample_789.csv","MN_sample_789.csv"
"adversity",2.692307692,0.230769231,0.641025641,3.128205128,0.256410256,3.128205128,0.421052632,0.368421053,2.631578947,0.736842105,0.473684211,1.921537846,0.841725623,1.385776991,1.921888972,0.880130036,1.779702624,0.692482609,0.59726472,2.005839428,0.991189256,0.964274111,3.128205128,4.327299746,0.287531807,"Interoceptive",2.631578947,2.661606936,0.488636364,"Head",3.128205128,4.639827115,0.19699055,"Visual",39,41,0.951219512195122,19,19,1,36.02631579,39.10526316,"PN_Sample_016.csv","MN_sample_016.csv"
"advertising",4.375,0,0.1875,0,0.5,4.4375,0.55,1.2,3.5,2,0.6,1.024695077,0,0.75,0,1.414213562,1.030776406,1.316894273,1.673320053,1.877848713,1.835325871,1.391704748,4.4375,5.553229097,0.467105263,"Visual",3.5,3.755940215,0.375796178,"Head",4.4375,6.075326442,0.255763689,"Visual",16,16,1,20,20,1,35.4375,38.95,"PN_Sample_473.csv","MN_sample_473.csv"
"affection",2.542857143,0.171428571,2.342857143,3.685714286,0.285714286,3.228571429,0.675675676,2.540540541,3.081081081,3.162162162,1.837837838,1.703678669,0.85700279,2.099619814,1.82742874,0.987314497,1.573413567,1.415274886,1.952129814,1.963250966,1.950975732,1.740266798,3.685714286,4.835341074,0.286713287,"Interoceptive",3.162162162,4.375723223,0.220095694,"Mouth",3.685714286,5.817018729,0.149198439,"Interoceptive",35,35,1,37,37,1,37.82857143,36.59459459,"PN_Sample_556.csv","MN_sample_556.csv"
"affliction",1.314285714,0.028571429,0.571428571,2.285714286,0.2,2.428571429,1.7,1.7,2.4,1.7,1.45,1.693784981,0.169030851,1.037125958,1.84025939,0.677365137,1.770438867,2.079979757,2.054520049,2.087557122,1.949358869,1.877147893,2.428571429,3.062757485,0.351464435,"Visual",2.4,3.161905896,0.106145251,"Head",2.428571429,3.922286835,0.152105025,"Visual",35,38,0.921052631578947,20,20,1,35.68571429,37.1,"PN_Sample_654.csv","MN_sample_654.csv"
"afterlife",0.947368421,0.157894737,0.473684211,1.578947368,0,1.263157895,0.95,1,2.45,1.45,1.15,1.544656891,0.688247202,1.263523339,2.090076805,0,1.880960312,1.761428846,1.806421295,2.350251946,1.932410548,1.899445903,1.578947368,1.904915977,0.357142857,"Interoceptive",2.45,2.764736319,0.214285714,"Head",2.45,3.038228492,0.214516129,"Head",19,19,1,20,20,1,40,35.6,"PN_Sample_333.csv","MN_sample_333.csv"
"afterwards",2.4375,0.125,0.375,0.75,0.125,2.5,0.111111111,0.111111111,1.777777778,0.277777778,0.111111111,1.931105038,0.5,0.885061203,1.183215957,0.5,2,0.323380833,0.323380833,2.157219222,0.57451315,0.323380833,2.5,3.127323272,0.376237624,"Visual",1.777777778,1.780468293,0.697674419,"Head",2.5,3.308941096,0.274541101,"Visual",16,17,0.941176470588235,18,18,1,41.1875,35.83333333,"PN_Sample_763.csv","MN_sample_763.csv"
"age",2.25,1.25,1.8125,2.25,1.0625,3.8125,2.428571429,2.380952381,3.428571429,2.238095238,2.238095238,2.113448998,2.236067977,2.227666941,2.206052281,1.842778699,1.833712082,2.014235055,1.96153487,1.85933936,1.813966976,1.946914531,3.8125,4.436193658,0.221105528,"Visual",3.428571429,4.49044619,0.093632959,"Head",3.8125,5.623638431,0.109336173,"Visual",16,16,1,21,21,1,37.6875,38.71428571,"PN_Sample_270.csv","MN_sample_270.csv"
"aggression",3.45,0.45,2.1,2.55,0.65,3.9,1.85,3.1,2.35,2.45,1.1,1.791059669,0.944513241,2.074912807,1.848897253,1.496487115,1.333771858,1.598519051,1.860956178,1.899445903,2.064104241,1.518309309,3.9,5.021120658,0.263358779,"Visual",3.1,4.023561463,0.184331797,"Hand_arm",3.9,5.766276504,0.144050104,"Visual",20,20,1,20,20,1,38.75,35.9,"PN_Sample_003.csv","MN_sample_003.csv"
"agility",0.473684211,0,1.315789474,2.315789474,0,3.052631579,4.277777778,3.833333333,2.611111111,1.111111111,3.055555556,1.123902974,0,1.565340984,1.827342684,0,1.614988277,0.894792487,1.58113883,1.539246909,1.3234931,1.731107168,3.052631579,3.510167573,0.426470588,"Visual",4.277777778,5.670281203,0.212686567,"Foot_leg",4.277777778,6.087253958,0.19403183,"Foot_leg",19,19,1,18,18,1,33.78947368,39.5,"PN_Sample_136.csv","MN_sample_136.csv"
"agony",1.842105263,0.105263158,1.263157895,3.578947368,0.052631579,2.052631579,1.722222222,1.777777778,3.111111111,1.666666667,2.222222222,1.951158001,0.315301768,1.75885396,1.67715995,0.229415734,1.809655713,1.840893503,1.864704851,2.16628956,2.057983022,2.04523997,3.578947368,3.973961572,0.396449704,"Interoceptive",3.111111111,3.835922077,0.137566138,"Head",3.578947368,4.921454929,0.181818182,"Interoceptive",19,19,1,18,19,0.947368421052632,36.73684211,39.72222222,"PN_Sample_579.csv","MN_sample_579.csv"
"agreement",3.578947368,0.052631579,0.578947368,1.368421053,0.052631579,3.368421053,0.526315789,1.368421053,2.105263158,2.421052632,0.578947368,2.036221705,0.229415734,1.426565007,1.891810606,0.229415734,2.005839428,0.964274111,1.673669499,1.559727072,1.773752753,1.070606758,3.578947368,4.427956453,0.391812865,"Auditory",2.421052632,2.978517434,0.270676692,"Mouth",3.578947368,4.838039236,0.220394737,"Auditory",19,19,1,19,19,1,34.84210526,35.78947368,"PN_Sample_571.csv","MN_sample_571.csv"
"ailment",1.083333333,0.666666667,1.25,3.416666667,0.666666667,2.166666667,1.277777778,1.666666667,2.444444444,2.333333333,2,1.311372171,1.07308674,1.288057029,1.729862492,1.154700538,1.94624736,1.742397117,1.814970426,1.822158456,1.814970426,1.608799333,3.416666667,3.776803843,0.297297297,"Interoceptive",2.444444444,3.476740784,0.12,"Head",3.416666667,4.577253101,0.144948755,"Interoceptive",12,15,0.8,18,19,0.947368421052632,33.5,35.22222222,"PN_Sample_297.csv","MN_sample_297.csv"
"air",1.684210526,0.368421053,2.789473684,1.368421053,1.842105263,0.684210526,1.95,2.45,3.95,3.85,2.3,1.634782744,0.955133866,1.750522061,1.801558779,1.537066394,1.002919714,1.959457497,1.986136159,1.605090586,1.565247584,2.028740859,2.789473684,3.291697023,0.277108434,"Haptic",3.95,5.348300622,0.137931034,"Head",3.95,5.735258255,0.154133635,"Head",19,19,1,20,20,1,37.84210526,42.5,"PN_Sample_375.csv","MN_sample_375.csv"
"aircraft",3.5,0.166666667,1.722222222,0.388888889,0.111111111,4.5,1.2,1.45,2.75,0.65,1.15,1.653872461,0.707106781,1.742397117,0.978527639,0.323380833,0.923548145,1.823819012,2.064104241,2.074278568,1.308876577,1.814415956,4.5,5.182249772,0.422459893,"Visual",2.75,3.013604876,0.291666667,"Head",4.5,5.501839726,0.249526216,"Visual",18,18,1,20,20,1,33.94444444,37.9,"PN_Sample_213.csv","MN_sample_213.csv"
"album",4.055555556,0.055555556,1.722222222,0.666666667,0.277777778,3.222222222,0.315789474,1.368421053,3.947368421,0.842105263,0.315789474,1.211329956,0.23570226,1.994272846,1.283377896,0.95828005,1.80050828,1.157230006,1.891810606,1.614988277,1.537066394,1.157230006,4.055555556,4.726445024,0.4,"Auditory",3.947368421,4.015138605,0.534883721,"Head",4.055555556,5.543075503,0.238244514,"Auditory",18,18,1,19,19,1,36.66666667,35.42105263,"PN_Sample_508.csv","MN_sample_508.csv"
"alcoholic",1.1875,2.1875,0.3125,1,1.6875,2.875,0.842105263,1.526315789,2.842105263,2.894736842,1.526315789,1.905037182,1.939716474,0.478713554,1.366260102,1.740450133,1.857417562,1.572795031,1.775400457,2.061907367,2.105409352,1.866917276,2.875,3.468886111,0.277027027,"Visual",2.894736842,3.801163948,0.213114754,"Mouth",2.894736842,4.5893917,0.136759582,"Mouth",16,16,1,19,19,1,37.75,38.89473684,"PN_Sample_084.csv","MN_sample_084.csv"
"alert",3.526315789,0.578947368,0.789473684,2.631578947,0.684210526,2.947368421,1.19047619,1.476190476,3.380952381,2.095238095,1.285714286,1.806421295,1.426565007,1.43677677,2.113725682,1.454977342,2.120631044,1.778174559,1.833549771,2.085094494,2.211442107,1.874642823,3.526315789,4.459450909,0.264150943,"Auditory",3.380952381,3.800060839,0.232323232,"Head",3.526315789,5.236119448,0.143170197,"Auditory",19,19,1,21,21,1,39.15789474,34.71428571,"PN_Sample_589.csv","MN_sample_589.csv"
"allergy",1.5,1.333333333,1.222222222,4.277777778,1.666666667,1.777777778,0.772727273,1.090909091,2.954545455,2.636363636,1.409090909,1.947849493,1.940285,1.832887646,1.319784098,2.029198625,1.926763686,1.659943148,1.659291039,1.785584411,2.105445424,1.86851331,4.277777778,4.580448479,0.259433962,"Interoceptive",2.954545455,3.651135461,0.246153846,"Head",4.277777778,5.250840776,0.169806704,"Interoceptive",18,18,1,22,22,1,34,35.63636364,"PN_Sample_160.csv","MN_sample_160.csv"
"alley",0.8,0.15,0.3,0.2,0.8,3.8,2.263157895,1.263157895,2.052631579,0.842105263,0.736842105,1.281446551,0.670820393,0.801314709,0.894427191,1.105012503,1.361114095,2.256893274,1.851188965,2.067571958,1.607729866,1.484815936,3.8,3.824367304,0.603305785,"Visual",2.263157895,2.854242609,0.213235294,"Foot_leg",3.8,4.294224005,0.27634987,"Visual",20,20,1,19,19,1,37.2,32.78947368,"PN_Sample_212.csv","MN_sample_212.csv"
"alliance",1.6,0.533333333,0.6,1.2,0.266666667,2.8,0.157894737,1.157894737,1.789473684,1.210526316,0.210526316,1.764733893,0.990430402,1.055597326,1.61245155,0.59361684,2.177810171,0.501459857,1.572795031,2.070398442,1.843274483,0.535303379,2.8,3.042458,0.361904762,"Visual",1.789473684,2.085450085,0.360465116,"Head",2.8,3.339186994,0.229223744,"Visual",15,15,1,19,19,1,34.2,35.36842105,"PN_Sample_297.csv","MN_sample_297.csv"
"alloy",0.176470588,0,2.470588235,0.294117647,0.235294118,3.117647059,0.205128205,1.461538462,1.794871795,0.076923077,0.282051282,0.392952624,0,2.211267935,1.212678125,0.752446989,1.932690901,0.570294807,1.889669337,2.015459817,0.354268363,0.723613664,3.117647059,3.568098364,0.495327103,"Visual",1.794871795,2.075126404,0.44966443,"Head",3.117647059,3.788200424,0.308231435,"Visual",17,17,1,39,41,0.951219512195122,37,40.48717949,"PN_Sample_786.csv","MN_sample_786.csv"
"amazement",1.5625,0.0625,0.5,4.25,0.0625,3.375,0.409090909,0.681818182,4.045454545,2.545454545,0.5,1.824600413,0.25,1.264911064,1.238278375,0.25,1.784189825,1.140555041,1.35879371,1.617678311,1.993495918,1.33630621,4.25,4.920739114,0.426751592,"Interoceptive",4.045454545,4.365746297,0.444444444,"Head",4.25,5.870939762,0.232712346,"Interoceptive",16,16,1,22,22,1,33.125,36.31818182,"PN_Sample_614.csv","MN_sample_614.csv"
"ambition",1.875,0.125,0.1875,2.5,0.0625,2.5,0.95,1.45,3.15,1.6,0.7,1.62788206,0.5,0.75,1.712697677,0.25,1.861898673,1.637552731,1.848897253,1.926955603,1.902906364,1.525226472,2.5,3.357563247,0.336206897,"Interoceptive",3.15,3.408538946,0.312101911,"Head",3.15,4.262619212,0.204470199,"Head",16,16,1,20,20,1,32.5,42.15,"PN_Sample_231.csv","MN_sample_231.csv"
"ambulance",4.473684211,0.052631579,2.263157895,0.684210526,0.157894737,4.263157895,1.95,1.8,3.15,1.7,1.75,1.172292202,0.229415734,2.023256596,1.492672159,0.501459857,1.240165995,2.089447169,2.041671142,1.980829172,2.105131575,2.124419425,4.473684211,5.635032276,0.371681416,"Auditory",3.15,3.797762418,0.140096618,"Head",4.473684211,6.159672553,0.198746007,"Auditory",19,19,1,20,20,1,36.57894737,35.95,"PN_Sample_724.csv","MN_sample_724.csv"
"amphibian",1.85,0.4,2.25,0.3,0.5,4.3,0.444444444,0.944444444,1.444444444,0.111111111,0.222222222,2.007223796,1.187655807,2.124419425,1.128576187,1.192079121,1.380312703,0.783823376,1.474178624,1.947010445,0.323380833,0.942809042,4.3,4.601720371,0.416666667,"Visual",1.444444444,1.581595851,0.421052632,"Head",4.3,4.663172665,0.328111401,"Visual",20,20,1,18,19,0.947368421052632,34.75,36.72222222,"PN_Sample_116.csv","MN_sample_116.csv"
"analyze",1.842105263,0.736842105,1,1.473684211,0.368421053,3.157894737,0.3,0.95,4.65,1.1,0.3,1.740471133,1.367971136,1.452966315,1.836918345,0.830697586,1.740471133,1.128576187,1.700619082,0.670820393,1.744163199,1.128576187,3.157894737,3.486832549,0.325153374,"Visual",4.65,4.684314695,0.595890411,"Head",4.65,5.255759839,0.27394763,"Head",19,19,1,20,20,1,34.94736842,34.5,"PN_Sample_100.csv","MN_sample_100.csv"
"angel",1,0,0.45,1,0,2.45,0,0.15,2.2,0.5,0,1.486783883,0,1.145931017,1.486783883,0,2.01246118,0,0.670820393,2.261811105,1.277332747,0,2.45,2.561018577,0.5,"Visual",2.2,2.208805959,0.771929825,"Head",2.45,3.021096666,0.316129032,"Visual",20,20,1,20,20,1,32.1,40.15,"PN_Sample_134.csv","MN_sample_134.csv"
"anger",2.5,0,0.277777778,4.055555556,0,2.444444444,0.428571429,1.285714286,3.047619048,2.428571429,0.571428571,1.947849493,0,0.826442095,1.474178624,0,1.789584974,0.746420027,1.616875293,1.986861608,2.087377028,1.028174527,4.055555556,4.594015827,0.437125749,"Interoceptive",3.047619048,3.557433769,0.337423313,"Head",4.055555556,5.216823407,0.238006521,"Interoceptive",18,18,1,21,21,1,34,38.38095238,"PN_Sample_470.csv","MN_sample_470.csv"
"animal",3.444444444,1.111111111,3.277777778,0.333333333,2.055555556,4.555555556,1.25,3.1,3.45,1.3,1.45,1.68809751,1.529663127,1.742397117,1.028991511,1.696786659,0.704792186,1.970172314,2.149663376,1.986136159,1.949358869,1.877147893,4.555555556,5.653707553,0.285714286,"Visual",3.45,4.273633046,0.208530806,"Head",4.555555556,6.372430202,0.166703224,"Visual",18,18,1,20,20,1,40,39.4,"PN_Sample_310.csv","MN_sample_310.csv"
"ankle",0.484848485,0.03030303,3.606060606,1.484848485,0.03030303,4.090909091,4.894736842,0.526315789,0.684210526,0,0,1.064225426,0.174077656,1.434821285,1.938446738,0.174077656,1.30775658,0.315301768,0.964274111,1.492672159,0,0,4.090909091,4.915146582,0.417445483,"Visual",4.894736842,4.901213149,0.801724138,"Foot_leg",4.894736842,6.183931588,0.309156845,"Foot_leg",33,33,1,19,19,1,37.78787879,41.42105263,"PN_Sample_524.csv","MN_sample_524.csv"
"annoy",3.405405405,0.297297297,0.783783784,3,0.486486486,2.702702703,1.222222222,1.722222222,3.222222222,3,1,1.690816033,0.811886174,1.181692175,2.134374746,1.095993249,1.71374938,1.957055278,2.16402554,1.986885104,2.196253494,1.714985851,3.405405405,4.428615659,0.291139241,"Auditory",3.222222222,4.089431502,0.218579235,"Head",3.405405405,5.374528338,0.149124703,"Auditory",37,37,1,18,18,1,34.67567568,41.72222222,"PN_Sample_523.csv","MN_sample_523.csv"
"annoyance",2.235294118,0.294117647,0.411764706,2.764705882,0.529411765,2.470588235,0.333333333,0.722222222,3.055555556,2.111111111,0.555555556,2.222875721,1.212678125,1.227743027,2.13686136,1.280510009,2.239353898,0.9701425,1.127493605,1.954548909,1.967048816,1.1490263,2.764705882,3.624743871,0.283783784,"Interoceptive",3.055555556,3.377298235,0.401639344,"Head",3.055555556,4.416511944,0.178345293,"Head",17,17,1,18,18,1,35.75,37.61111111,"PN_Sample_018.csv","MN_sample_018.csv"
"answer",3.823529412,0.235294118,0.352941176,0.647058824,0.176470588,2.235294118,0.05,0.55,2.35,3.1,0.2,1.50977209,0.562295715,0.861769725,1.271867548,0.52859414,1.601928984,0.223606798,1.145931017,2.158825217,2.023545612,0.615587011,3.823529412,4.069609835,0.488188976,"Auditory",3.1,3.501859556,0.488,"Mouth",3.823529412,4.796396757,0.275026795,"Auditory",17,17,1,20,20,1,35.58823529,34.5,"PN_Sample_545.csv","MN_sample_545.csv"
"appearance",0.25,0,0.85,0.4,0.25,4.8,1.6,1.65,3.35,1.35,1.75,1.118033989,0,1.565247584,1.187655807,1.118033989,0.410391341,1.875043859,1.814415956,1.926955603,1.755442664,2.022895267,4.8,4.810241083,0.732824427,"Visual",3.35,3.779838977,0.206185567,"Head",4.8,5.488179849,0.295384615,"Visual",20,20,1,20,20,1,36.75,33.75,"PN_Sample_058.csv","MN_sample_058.csv"
"applaud",4.15,0,1.7,0.7,0,3,0.368421053,4.736842105,1.684210526,1,0.947368421,1.386969434,0,1.657518754,1.260743306,0,1.716790151,0.830697586,0.452413928,1.733738144,1.414213562,1.268143184,4.15,4.698586794,0.434554974,"Auditory",4.736842105,4.834037073,0.5,"Hand_arm",4.736842105,6.006388932,0.259030076,"Hand_arm",20,20,1,19,19,1,34.5,41.57894737,"PN_Sample_170.csv","MN_sample_170.csv"
"applause",4.833333333,0,1.5,0.5,0,3.055555556,0.052631579,4.736842105,1.947368421,0.105263158,0.421052632,0.383482494,0,2.176073096,1.200490096,0,1.551933224,0.229415734,0.733492806,2.040525102,0.458831468,1.216360211,4.833333333,5.252862974,0.488764045,"Auditory",4.736842105,4.845183431,0.644927536,"Hand_arm",4.833333333,6.37172221,0.281793386,"Auditory",18,18,1,19,19,1,42.27777778,31.84210526,"PN_Sample_572.csv","MN_sample_572.csv"
"apple",0.777777778,4.833333333,3.277777778,0.277777778,2.555555556,4.055555556,0.052631579,2.421052632,1.578947368,3.789473684,0.157894737,1.114374293,0.383482494,1.775836358,0.460888599,1.789584974,1.589384721,0.229415734,1.923994383,1.952656011,1.652571981,0.501459857,4.833333333,6.144754753,0.288732394,"Gustatory",3.789473684,4.170710199,0.467105263,"Mouth",4.833333333,6.728095325,0.20105755,"Gustatory",18,18,1,19,19,1,36.16666667,38.57894737,"PN_Sample_088.csv","MN_sample_088.csv"
"appliance",2.470588235,0,2.941176471,0,0.117647059,3.941176471,0.428571429,2.333333333,2.238095238,0.380952381,0.523809524,1.972233729,0,2.276801162,0,0.332105582,1.560071642,1.164964745,2.221110833,2.142539659,1.160869953,1.123345344,3.941176471,4.668387712,0.416149068,"Visual",2.333333333,2.892178841,0.330645161,"Hand_arm",3.941176471,5.012426645,0.256330844,"Visual",17,17,1,21,21,1,36.52941176,35.0952381,"PN_Sample_765.csv","MN_sample_765.csv"
"appreciate",2.235294118,0.529411765,1.058823529,3.176470588,0.235294118,2.588235294,0.631578947,1.052631579,2.894736842,2.157894737,0.842105263,1.92124347,1.23073388,1.819017188,1.776066374,0.9701425,1.905873275,1.570934835,1.682382048,2.258188479,2.167004022,1.675415633,3.176470588,3.955893937,0.299401198,"Interoceptive",2.894736842,3.311686854,0.298611111,"Head",3.176470588,4.613982824,0.169009073,"Interoceptive",17,17,1,19,19,1,37.64705882,38.10526316,"PN_Sample_132.csv","MN_sample_132.csv"
