"Word","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean","Foot_leg.mean","Hand_arm.mean","Head.mean","Mouth.mean","Torso.mean","Auditory.SD","Gustatory.SD","Haptic.SD","Interoceptive.SD","Olfactory.SD","Visual.SD","Foot_leg.SD","Hand_arm.SD","Head.SD","Mouth.SD","Torso.SD","Max_strength.perceptual","Minkowski3.perceptual","Exclusivity.perceptual","Dominant.perceptual","Max_strength.action","Minkowski3.action","Exclusivity.action","Dominant.action","Max_strength.sensorimotor","Minkowski3.sensorimotor","Exclusivity.sensorimotor","Dominant.sensorimotor","N_known.perceptual","List_N.perceptual","Percent_known.perceptual","N_known.action","List_N.action","Percent_known.action","Mean_age.perceptual","Mean_age.action","List#.perceptual","List#.action"
"toaster",1.611111111,0.388888889,2.555555556,0.055555556,1.222222222,4.611111111,0.619047619,3,2.285714286,1.142857143,0.571428571,1.377930626,1.144752164,2.035630332,0.23570226,1.628985811,0.777544316,1.160869953,1.974841766,1.927248223,1.711306936,1.075705748,4.611111111,4.943357081,0.436170213,"Visual",3,3.444238023,0.31875,"Hand_arm",4.611111111,5.447522352,0.252196837,"Visual",18,18,1,21,21,1,36.88888889,37.14285714,"PN_Sample_284.csv","MN_sample_284.csv"
"tobacco",0.529411765,2.941176471,2.764705882,1.176470588,3.705882353,3.764705882,0.176470588,1.764705882,2.411764706,3.588235294,0.647058824,1.328422328,1.638237934,2.047236301,1.740520544,1.571810496,1.200490096,0.52859414,1.678146737,2.001837391,1.66052791,1.114740803,3.764705882,5.343861805,0.217391304,"Visual",3.588235294,4.041248329,0.397260274,"Mouth",3.764705882,6.024017758,0.152882206,"Visual",17,17,1,17,17,1,34.88235294,34.64705882,"PN_Sample_814.csv","MN_sample_814.csv"
"toil",0.928571429,0,1.928571429,1.785714286,0.785714286,2.071428571,1.923076923,2.384615385,1.692307692,0.923076923,1.615384615,1.141138818,0,2.129076568,1.717716348,1.368804724,1.859043828,1.846687957,2.103111248,1.493575988,1.11516355,1.804552647,2.071428571,2.845563252,0.276190476,"Visual",2.384615385,3.125091364,0.171171171,"Hand_arm",2.384615385,3.769502796,0.148681055,"Hand_arm",14,15,0.933333333333333,13,18,0.722222222222222,37.85714286,41.69230769,"PN_sample_6.csv","MN_sample_6.csv"
"tolerance",1.454545455,0.090909091,0.409090909,1.727272727,0.227272727,1.636363636,1,0.954545455,3.454545455,1.5,1.136363636,1.844613077,0.426401433,1.05375026,1.804275826,0.751621624,1.890967365,1.66189794,1.430193884,1.792239162,1.738910442,1.552124644,1.727272727,2.332694711,0.295081967,"Interoceptive",3.454545455,3.632683303,0.310734463,"Head",3.454545455,3.928555994,0.247491639,"Head",22,22,1,22,22,1,35.04545455,37.09090909,"PN_Sample_098.csv","MN_sample_098.csv"
"tolerate",1.05,0.05,0.1,2.65,0.1,1.2,0.7,1.35,3.2,1.8,0.8,1.468081455,0.223606798,0.307793506,2.084403234,0.307793506,1.50787407,1.525226472,2.033275812,2.041671142,2.142305693,1.542383664,2.65,2.780535713,0.504854369,"Interoceptive",3.2,3.473690482,0.318471338,"Head",3.2,3.987728013,0.242307692,"Head",20,20,1,20,20,1,29.95,37.95,"PN_Sample_307.csv","MN_sample_307.csv"
"tomb",0.25,0,1.95,0.25,0.4,4.35,0.736842105,1.368421053,1.631578947,0.526315789,0.684210526,0.716350399,0,2.064104241,0.910465468,1.142481141,1.531253357,1.240165995,1.94965884,1.862212731,1.172292202,1.376494403,4.35,4.478465009,0.604166667,"Visual",1.631578947,1.980814753,0.223404255,"Head",4.35,4.604076072,0.358102253,"Visual",20,20,1,19,20,0.95,36.3,37.15789474,"PN_Sample_504.csv","MN_sample_504.csv"
"tone",4.5,0.05,0.15,0.35,0,0.75,0.285714286,0.380952381,2.523809524,2,0.285714286,0.945905303,0.223606798,0.670820393,0.670820393,0,1.517442447,0.717137166,0.804747816,2.400396793,2.049390153,0.717137166,4.5,4.507694654,0.775862069,"Auditory",2.523809524,2.89159782,0.408695652,"Head",4.5,4.873785826,0.399070946,"Auditory",20,20,1,21,21,1,35.65,32,"PN_Sample_468.csv","MN_sample_468.csv"
"tool",1.967741935,0,3.935483871,0.225806452,0.387096774,3.838709677,0.95,3.9,2.05,0.95,1.1,1.722089254,0,1.590293136,0.956022225,0.954896831,1.733912228,1.637552731,1.651155895,1.904979624,1.66938375,1.713721712,3.935483871,5.002766196,0.380062305,"Haptic",3.9,4.140426473,0.329608939,"Hand_arm",3.935483871,5.810636985,0.203859972,"Haptic",31,32,0.96875,20,20,1,37.93333333,39.25,"PN_Sample_778.csv","MN_sample_778.csv"
"topic",2.473684211,0.210526316,0.157894737,0.263157895,0.157894737,2.210526316,0.15,0.35,3.4,2.3,0.25,2.143942916,0.630603535,0.501459857,0.653376296,0.501459857,1.902599023,0.670820393,0.988086934,1.984147702,2.29645035,0.910465468,2.473684211,2.961499009,0.423076923,"Auditory",3.4,3.721300924,0.503875969,"Head",3.4,4.263631106,0.272566762,"Head",19,19,1,20,20,1,33.94736842,38.3,"PN_Sample_173.csv","MN_sample_173.csv"
"tornado",3.315789474,0.052631579,1,1.263157895,0.210526316,4.210526316,1.857142857,1.761904762,3.095238095,1.714285714,1.904761905,1.733738144,0.229415734,1.527525232,1.967573386,0.713282504,1.618605276,2.007130147,1.972429008,2.211442107,2.10102016,2.022492569,4.210526316,4.850603175,0.413612565,"Visual",3.095238095,3.76752732,0.133640553,"Head",4.210526316,5.513509107,0.203958692,"Visual",19,19,1,21,21,1,39.15789474,37.14285714,"PN_Sample_278.csv","MN_sample_278.csv"
"torture",2.764705882,0.588235294,1.941176471,2.235294118,0.705882353,3.235294118,1.157894737,1.578947368,2.105263158,1,1.631578947,1.751050105,1.416810835,2.249182858,2.305683515,1.403776419,1.888432279,1.7082531,1.980902978,2.233451162,1.490711985,2.005839428,3.235294118,4.199002271,0.230769231,"Visual",2.105263158,2.72177173,0.147887324,"Head",3.235294118,4.550029549,0.139728714,"Visual",17,17,1,19,19,1,39.23529412,35.31578947,"PN_Sample_644.csv","MN_sample_644.csv"
"totalitarian",2,0.3,0.4,1.1,0.2,2.25,0.555555556,0.888888889,2.722222222,1.5,0.5,1.777046633,0.923380517,1.095445115,1.372665482,0.615587011,1.831737743,1.338226316,1.367216532,1.903728711,1.947849493,1.150447483,2.25,2.751046434,0.328,"Visual",2.722222222,2.90624144,0.36036036,"Head",2.722222222,3.566548034,0.203131991,"Head",20,22,0.909090909090909,18,21,0.857142857142857,38.15,38.88888889,"PN_Sample_221.csv","MN_sample_221.csv"
"tower",0.526315789,0.052631579,1.315789474,0.421052632,0.315789474,4.157894737,1.3,1,1.85,0.5,0.8,0.964274111,0.229415734,1.492672159,0.768533197,0.749268649,1.067872126,1.657518754,1.376494403,1.980829172,1.051314966,1.23969436,4.157894737,4.206116545,0.604651163,"Visual",1.85,2.166263896,0.247706422,"Head",4.157894737,4.389537542,0.335411739,"Visual",19,19,1,20,20,1,37.10526316,35.95,"PN_Sample_022.csv","MN_sample_022.csv"
"toy",2.7,0.05,3.45,0.35,0.25,4.35,1.095238095,3.285714286,2.095238095,0.333333333,0.80952381,1.809332532,0.223606798,1.431782106,0.87509398,0.638666374,0.933302004,1.261140829,1.82051798,1.89485519,0.658280589,1.123345344,4.35,5.230761027,0.385650224,"Visual",3.285714286,3.59731735,0.3875,"Hand_arm",4.35,5.745565844,0.229100596,"Visual",20,20,1,21,21,1,36.8,38.33333333,"PN_Sample_553.csv","MN_sample_553.csv"
"trace",0.894736842,0.263157895,1.157894737,0.421052632,0.368421053,3.473684211,0.380952381,3.333333333,2.19047619,0.571428571,0.476190476,1.486783883,0.653376296,1.675415633,0.96123702,1.011628298,1.743827879,1.244033379,2.152517905,2.204972735,1.362770288,1.364516311,3.473684211,3.53906505,0.488,"Visual",3.333333333,3.631644971,0.424657534,"Hand_arm",3.473684211,4.518017106,0.23726616,"Visual",19,19,1,21,21,1,32.78947368,38.19047619,"PN_Sample_550.csv","MN_sample_550.csv"
"tragedy",2.764705882,0,0.352941176,1.941176471,0.117647059,3.352941176,0.388888889,1.388888889,3.333333333,1.611111111,1.222222222,1.855040827,0,0.785905248,1.919328927,0.48507125,1.765686002,0.697802339,1.576999716,1.84709629,1.753614381,1.395604678,3.352941176,4.045054264,0.393103448,"Visual",3.333333333,3.577398273,0.370629371,"Head",3.352941176,4.819851311,0.203531045,"Visual",17,17,1,18,18,1,40.47058824,35.72222222,"PN_Sample_636.csv","MN_sample_636.csv"
"train",4.210526316,0,0.578947368,0.157894737,0.157894737,4.421052632,1.25,1.35,2.35,0.65,0.95,1.315672509,0,1.261207071,0.501459857,0.374634325,1.346426937,1.773340588,1.843195166,2.007223796,1.531253357,1.605090586,4.421052632,5.443059605,0.464088398,"Visual",2.35,2.645899675,0.259541985,"Head",4.421052632,5.643960403,0.275004092,"Visual",19,19,1,20,20,1,35.15789474,37.55,"PN_Sample_616.csv","MN_sample_616.csv"
"training",2.842105263,0.578947368,1.526315789,2.052631579,0.526315789,3.947368421,2.952380952,3.142857143,2.857142857,1.904761905,2.571428571,2.061907367,1.426565007,2.143942916,2.094269541,1.428613199,1.614988277,1.909874092,1.824437291,2.056349053,2.095346318,1.938335073,3.947368421,4.594827498,0.298165138,"Visual",3.142857143,4.70290373,0.092198582,"Hand_arm",3.947368421,5.857994939,0.137379227,"Visual",19,19,1,21,21,1,32.47368421,33.95238095,"PN_Sample_409.csv","MN_sample_409.csv"
"traitor",2.695652174,0,0.434782609,1.869565217,0,3.652173913,0.421052632,0.578947368,3.315789474,1.421052632,0.789473684,2.054590926,0,1.199472875,2.095543926,0,1.773765785,1.121298329,1.121298329,2.135744252,1.70996392,1.548438187,3.652173913,4.215643872,0.422110553,"Visual",3.315789474,3.422393329,0.443548387,"Head",3.652173913,4.863010209,0.240615106,"Visual",23,23,1,19,19,1,39.73913043,37.52631579,"PN_Sample_536.csv","MN_sample_536.csv"
"trample",2,0.2,1.133333333,0.533333333,0,3.266666667,3.473684211,0.421052632,1.210526316,0.368421053,0.789473684,1.927248223,0.774596669,1.846489591,1.187233679,0,2.086236073,2.143942916,0.837707817,1.512134157,0.955133866,1.228320776,3.266666667,3.542990078,0.457943925,"Visual",3.473684211,3.53850623,0.495798319,"Foot_leg",3.473684211,4.46106492,0.259298062,"Foot_leg",15,15,1,19,19,1,40,38.15789474,"PN_sample_259.csv","MN_sample_259.csv"
"trampoline",1.85,0.3,3.1,2.2,0.15,3.85,3.421052632,2.157894737,2,0.736842105,2.315789474,1.87153188,0.923380517,1.943951483,2.041671142,0.670820393,1.531253357,2.036221705,2.034785216,1.885618083,1.661395172,2.05622717,3.85,4.700673285,0.323144105,"Visual",3.421052632,4.138994492,0.252475248,"Foot_leg",3.85,5.591034544,0.167560481,"Visual",20,20,1,19,19,1,36.75,37.52631579,"PN_Sample_276.csv","MN_sample_276.csv"
"trauma",2,0.277777778,1.611111111,2.888888889,0.388888889,3,2.055555556,2.277777778,3.111111111,1.888888889,2.222222222,1.680336101,0.95828005,1.786843714,1.450715397,1.036900863,1.644956642,1.954548909,1.872574684,1.640978506,1.778594584,1.957055278,3,3.986871826,0.267759563,"Visual",3.111111111,4.088224694,0.105769231,"Head",3.111111111,5.087793295,0.130434783,"Head",18,18,1,18,18,1,37.77777778,37.11111111,"PN_Sample_389.csv","MN_sample_389.csv"
"travel",1.333333333,0.666666667,1.111111111,0.722222222,0.611111111,3.388888889,3.421052632,2.052631579,2.368421053,1.947368421,2.157894737,1.814970426,1.45521375,1.711170528,1.363626461,1.377930626,1.974510777,1.742150315,2.222953096,2.241292443,2.120631044,2.267234191,3.388888889,3.518629147,0.354609929,"Visual",3.421052632,4.29817118,0.123348018,"Foot_leg",3.421052632,4.972770245,0.142054693,"Foot_leg",18,18,1,19,19,1,34.83333333,33.47368421,"PN_Sample_815.csv","MN_sample_815.csv"
"treasure",1.5,0.8,2.9,1,0.65,3.45,0.45,1.7,1.85,0.35,0.25,1.905670209,1.50787407,1.970840056,1.55597321,1.225818738,2.01246118,1.050062655,1.719853115,1.87153188,0.812727701,1.118033989,3.45,4.13330497,0.27184466,"Visual",1.85,2.250238658,0.347826087,"Head",3.45,4.344631595,0.214765101,"Visual",20,20,1,20,20,1,38.75,35.9,"PN_Sample_003.csv","MN_sample_003.csv"
"tree",1.45,0.3,2.9,0.6,1.5,4.75,0.6,2.45,2.95,0.3,0.65,1.791059669,1.128576187,1.713721712,1.391704748,1.39548143,0.444261658,1.095445115,1.761428846,2.064104241,0.923380517,1.136708082,4.75,5.170487404,0.386956522,"Visual",2.95,3.445302716,0.381294964,"Head",4.75,5.637037923,0.241192412,"Visual",20,20,1,20,20,1,35.26315789,35.1,"PN_Sample_420.csv","MN_sample_420.csv"
"trend",2.1,0.65,1.55,1.05,0.85,4.25,1.176470588,1.352941176,2.294117647,0.941176471,1.470588235,1.744163199,1.424411236,1.986136159,1.431782106,1.694418081,1.118033989,1.810914621,1.765686002,1.992633492,1.560071642,1.940285,4.25,4.5110326,0.344497608,"Visual",2.294117647,2.723109995,0.18699187,"Head",4.25,4.820135739,0.203558956,"Visual",20,21,0.952380952380952,17,18,0.944444444444444,35.47368421,36.05882353,"PN_Sample_004.csv","MN_sample_004.csv"
"triangle",0.6,0,1.4,0.333333333,0,4.466666667,0.6,1.55,1.1,0.25,0.4,1.45405836,0,1.638814903,0.6172134,0,1.35576371,1.429022485,1.932410548,1.483239697,0.550119604,0.753937035,4.466666667,4.516188606,0.656862745,"Visual",1.55,1.74903348,0.333333333,"Hand_arm",4.466666667,4.601991891,0.417445483,"Visual",15,15,1,20,20,1,42.93333333,33.85,"PN_Sample_321.csv","MN_sample_321.csv"
"triathlon",1.526315789,0.052631579,1.210526316,2.210526316,0.210526316,3.684210526,4.428571429,3.333333333,3.047619048,2.19047619,3.142857143,1.678902454,0.229415734,1.902599023,2.347077317,0.535303379,1.857496271,1.502379066,1.957890021,1.909874092,2.064438123,2.056349053,3.684210526,4.044258098,0.408284024,"Visual",4.428571429,5.786487954,0.138643068,"Foot_leg",4.428571429,6.381681991,0.174774775,"Foot_leg",19,19,1,21,21,1,34.68421053,34.9047619,"PN_Sample_103.csv","MN_sample_103.csv"
"trick",2.111111111,0,0.277777778,0.833333333,0,3.777777778,1.1,2.15,3,1.9,1.05,1.778594584,0,0.826442095,1.248528546,0,1.395604678,1.552586975,2.007223796,1.806421295,2.023545612,1.538112309,3.777777778,3.998413294,0.53968254,"Visual",3,3.590458271,0.211956522,"Head",3.777777778,4.794465095,0.233196159,"Visual",18,18,1,20,20,1,34.11111111,37.2,"PN_Sample_649.csv","MN_sample_649.csv"
"trip",2.03125,0.65625,1.5625,1.25,0.625,3.46875,3.864864865,1.378378378,2.108108108,0.72972973,1.72972973,1.804731684,1.310241913,1.625155079,1.684847078,1.184578324,1.585913291,1.669367182,1.533901187,1.867615589,1.484150499,1.880435066,3.46875,3.835227858,0.296416938,"Visual",3.864864865,4.222434053,0.319559229,"Foot_leg",3.864864865,5.087703617,0.166964091,"Foot_leg",32,32,1,37,40,0.925,33.875,39.10810811,"PN_Sample_295.csv","MN_sample_295.csv"
"triumph",2.352941176,0.058823529,0.235294118,2.823529412,0.176470588,2.705882353,1.421052632,1.473684211,2.105263158,1.789473684,1.315789474,1.800735144,0.242535625,0.752446989,1.810914621,0.52859414,1.649420576,2.008752777,1.866917276,2.051956704,2.097060042,1.945154423,2.823529412,3.811401414,0.330985915,"Interoceptive",2.105263158,2.860635071,0.097402597,"Head",2.823529412,4.286792646,0.167983446,"Interoceptive",17,17,1,19,19,1,37.11764706,37.94736842,"PN_Sample_626.csv","MN_sample_626.csv"
"trolley",2.4375,0.4375,1.25,0.75,0.875,3.9375,1.777777778,1.444444444,0.944444444,0.222222222,1.388888889,1.364734406,0.963932916,1.341640786,1.238278375,1.360147051,1.481834449,1.864704851,1.756407504,1.392087819,0.732084498,1.85151413,3.9375,4.284630014,0.361290323,"Visual",1.777777778,2.299870944,0.269230769,"Foot_leg",3.9375,4.495013781,0.240233498,"Visual",16,16,1,18,20,0.9,35.1875,36.55555556,"PN_Sample_161.csv","MN_sample_161.csv"
"trophy",0.4,0.05,2.55,0.35,0.1,3.85,0.4,2.8,2.25,0.5,0.45,1.142481141,0.223606798,1.848897253,0.87509398,0.447213595,1.663066287,0.820782682,2.067289097,2.099498687,1.051314966,1.050062655,3.85,4.193716985,0.520547945,"Visual",2.8,3.227585412,0.375,"Hand_arm",3.85,4.753054361,0.277372263,"Visual",20,20,1,20,20,1,38.9,35.35,"PN_Sample_376.csv","MN_sample_376.csv"
"trousers",0.235294118,0,3.294117647,0.411764706,0.058823529,4,4.35,1.2,1.55,0.1,0.45,0.437237316,0,1.490163828,0.870260272,0.242535625,1.17260394,1.496487115,1.542383664,2.038446261,0.307793506,0.944513241,4,4.638929395,0.5,"Visual",4.35,4.445547455,0.555555556,"Foot_leg",4.35,5.725453886,0.277955272,"Foot_leg",17,17,1,20,20,1,36,34.25,"PN_Sample_400.csv","MN_sample_400.csv"
"truck",3.111111111,0,2.277777778,0.333333333,0.888888889,4.277777778,2.043478261,2.043478261,2.608695652,0.652173913,0.956521739,1.778594584,0,2.191039387,0.9701425,1.278274981,1.447332457,1.89444789,1.941842164,2.126438132,1.433644296,1.491742754,4.277777778,4.945409809,0.392857143,"Visual",2.608695652,3.301065129,0.235602094,"Head",4.277777778,5.393798131,0.222879436,"Visual",18,18,1,23,23,1,33.5,36.43478261,"PN_Sample_675.csv","MN_sample_675.csv"
"trumpet",4.285714286,0,1.666666667,0.285714286,0.142857143,3.142857143,0.3,3.5,3.5,3.75,1.4,1.309307341,0,1.906130461,0.783763813,0.654653671,1.8516402,0.801314709,1.820930936,1.820930936,1.860248993,1.69829636,4.285714286,4.854709729,0.45,"Auditory",3.75,5.207968245,0.277108434,"Mouth",4.285714286,6.3468927,0.195037382,"Auditory",21,21,1,20,20,1,37.85714286,38.05,"PN_Sample_372.csv","MN_sample_372.csv"
"trunk",1.105263158,0,2.052631579,0.052631579,0.210526316,3.736842105,1.285714286,2.714285714,2.333333333,0.428571429,0.80952381,1.486783883,0,1.747178176,0.229415734,0.713282504,1.284181766,1.616875293,2.216818828,2.105548226,0.978336781,1.435933411,3.736842105,3.961914364,0.522058824,"Visual",2.714285714,3.284573673,0.301886792,"Hand_arm",3.736842105,4.604542057,0.253700868,"Visual",19,20,0.95,21,21,1,38.57894737,37.66666667,"PN_Sample_489.csv","MN_sample_489.csv"
"trust",1.764705882,0,0.058823529,2.352941176,0,2,0.2,0.45,2.15,0.8,0.2,1.821037196,0,0.242535625,2.396382077,0,2,0.523148364,0.825577947,2.084403234,1.542383664,0.523148364,2.352941176,2.982209199,0.380952381,"Interoceptive",2.15,2.193749476,0.513157895,"Head",2.352941176,3.334621465,0.235849057,"Interoceptive",17,17,1,20,20,1,35.35294118,34.25,"PN_Sample_424.csv","MN_sample_424.csv"
"truth",2.722222222,0,0.111111111,1.5,0,2.222222222,0.05,0.25,3.95,3.4,0.4,2.191039387,0,0.471404521,2.065116433,0,1.895988197,0.223606798,0.716350399,1.571958216,2.036508881,0.940324692,2.722222222,3.256148349,0.415254237,"Auditory",3.95,4.65721891,0.48447205,"Head",3.95,5.136720046,0.270445036,"Head",18,18,1,20,20,1,35.11111111,35.5,"PN_Sample_733.csv","MN_sample_733.csv"
"try",1.3,0.75,0.7,1.65,0.25,2.5,2.578947368,3.210526316,3.578947368,2.105263158,2.526315789,1.525226472,1.164157703,1.341640786,1.694418081,0.786397516,1.877848713,1.865350413,1.960128889,1.70996392,1.911797782,1.836918345,2.5,2.847761657,0.314685315,"Visual",3.578947368,4.953456405,0.105263158,"Head",3.578947368,5.249191097,0.157397039,"Head",20,20,1,19,19,1,38.1,36.31578947,"PN_Sample_452.csv","MN_sample_452.csv"
"tube",0.181818182,0.090909091,2.772727273,0.045454545,0.272727273,4.409090909,0.380952381,2.19047619,1.142857143,0.952380952,0.761904762,0.501081082,0.294244943,1.95013597,0.213200716,0.767296936,1.05375026,1.244033379,1.96517296,1.681835732,1.359271514,1.640267109,4.409090909,4.748302345,0.561403509,"Visual",2.19047619,2.373104318,0.333333333,"Hand_arm",4.409090909,4.938191592,0.330545991,"Visual",22,22,1,21,21,1,36.77272727,36.42857143,"PN_Sample_421.csv","MN_sample_421.csv"
"tumor",0.333333333,0.2,2.466666667,3.333333333,0.2,3.4,0.9,1.45,2.35,1.15,1.85,0.6172134,0.560611911,1.846489591,1.799470822,0.560611911,2.097617696,1.682729612,1.761428846,2.230765741,1.725200217,2.30045762,3.4,4.504561143,0.322147651,"Visual",2.35,2.908654291,0.188311688,"Head",3.4,4.877144291,0.18147448,"Visual",15,15,1,20,20,1,40,32,"PN_Sample_227.csv","MN_sample_227.csv"
"tune",4.19047619,0.142857143,0.571428571,0.952380952,0.047619048,1.095238095,0.526315789,1.052631579,2.894736842,1.421052632,0.368421053,1.249761882,0.478091444,1.121223821,1.564486832,0.21821789,1.513431925,1.348596845,1.432700799,1.911797782,1.804801912,0.955133866,4.19047619,4.234938724,0.591836735,"Auditory",2.894736842,3.054138022,0.403361345,"Head",4.19047619,4.709301702,0.312358277,"Auditory",21,21,1,19,19,1,39,35.42105263,"PN_Sample_807.csv","MN_sample_807.csv"
"turn",0.444444444,0.222222222,0.5,1.277777778,0.166666667,3.888888889,2.55,2.5,2.1,0.5,2.05,0.921777198,0.942809042,0.985184366,1.994272846,0.707106781,1.604731566,2.235479461,1.933091334,2.074912807,1.235441536,1.986136159,3.888888889,3.939250513,0.572649573,"Visual",2.55,3.689120709,0.211340206,"Foot_leg",3.888888889,4.810733884,0.229766804,"Visual",18,18,1,20,20,1,39.29411765,35.95,"PN_Sample_625.csv","MN_sample_625.csv"
"turn on",2.294117647,0.941176471,3,2.411764706,1.235294118,3.470588235,0.842105263,3.263157895,2.157894737,1.368421053,1.210526316,2.114376559,1.599632311,1.968501969,2.399448466,1.786386428,2.034626718,1.675415633,2.050531239,2.007296631,1.920952493,1.902599023,3.470588235,4.604533316,0.189427313,"Visual",3.263157895,3.677352081,0.273809524,"Hand_arm",3.470588235,5.281848317,0.118426559,"Visual",17,17,1,19,20,0.95,35,40.68421053,"PN_Sample_078.csv","MN_sample_078.csv"
"tusk",0,0,1.95,0,0.1,4.2,0.277777778,1.111111111,1.388888889,0.277777778,0.611111111,0,0,2.089447169,0,0.307793506,1.105012503,0.95828005,1.640978506,1.819466272,0.95828005,1.334558261,4.2,4.335701943,0.672,"Visual",1.388888889,1.628903934,0.303030303,"Head",4.2,4.411024206,0.423529412,"Visual",20,20,1,18,18,1,38.26315789,34.61111111,"PN_Sample_268.csv","MN_sample_268.csv"
"tweet",2.722222222,0,0,0.277777778,0,3.722222222,0.25,3.1,3,0.55,0.5,2.080880909,0,0,0.751903902,0,1.637988564,1.118033989,2.198085291,2.17642875,1.276302225,1.051314966,3.722222222,4.155648255,0.553719008,"Visual",3.1,3.850705442,0.385135135,"Hand_arm",3.722222222,5.050992891,0.263571991,"Visual",18,18,1,20,20,1,35.11111111,39.75,"PN_Sample_156.csv","MN_sample_156.csv"
"twilight",0.176470588,0,0,0.235294118,0.058823529,4.764705882,0.111111111,0.555555556,3.722222222,0.444444444,0.222222222,0.52859414,0,0,0.562295715,0.242535625,0.664211164,0.323380833,1.381483526,1.840893503,0.983524408,0.646761667,4.764705882,4.764980813,0.91011236,"Visual",3.722222222,3.728745276,0.714285714,"Head",4.764705882,5.429195483,0.463004128,"Visual",17,17,1,18,18,1,40.47058824,35.72222222,"PN_Sample_636.csv","MN_sample_636.csv"
"type",1.787878788,0.484848485,2.424242424,0.484848485,0.393939394,3.242424242,0.157894737,3.684210526,1.947368421,0.210526316,0.368421053,1.84995905,1.093195206,2.031475803,1.003780732,0.966287805,1.968982971,0.501459857,1.827342684,2.146668846,0.713282504,0.830697586,3.242424242,3.787675787,0.323024055,"Visual",3.684210526,3.858724466,0.553719008,"Hand_arm",3.684210526,4.817346161,0.232199118,"Hand_arm",33,33,1,19,19,1,33.3030303,36.26315789,"PN_Sample_015.csv","MN_sample_015.csv"
"ulcer",0.631578947,0.368421053,0.894736842,3.736842105,0.210526316,1.631578947,0.142857143,0.19047619,0.80952381,0.476190476,2.333333333,1.460993814,1.011628298,1.822535988,1.661395172,0.713282504,1.862212731,0.478091444,0.402373908,1.400680107,0.980767435,2.008316044,3.736842105,3.860887187,0.471830986,"Interoceptive",2.333333333,2.372369095,0.554216867,"Torso",3.736842105,4.138953253,0.314542663,"Interoceptive",19,20,0.95,21,21,1,35.68421053,34.71428571,"PN_Sample_471.csv","MN_sample_471.csv"
"umbrella",1.052631579,0,3.157894737,0.368421053,0.052631579,4.684210526,0.058823529,3.764705882,1.235294118,0.058823529,0.352941176,1.580213917,0,1.833732014,0.955133866,0.229415734,0.749268649,0.242535625,1.855040827,1.786386428,0.242535625,1.05718828,4.684210526,5.136103142,0.502824859,"Visual",3.764705882,3.809546326,0.677419355,"Hand_arm",4.684210526,5.756699985,0.316792295,"Visual",19,19,1,17,17,1,40.84210526,35.88235294,"PN_Sample_712.csv","MN_sample_712.csv"
"unbutton",0.419354839,0.032258065,3.290322581,0.096774194,0.032258065,3.096774194,0.333333333,4.393939394,1.666666667,0.484848485,1.242424242,0.76481778,0.179605302,1.595693128,0.396218686,0.179605302,1.832208844,0.692218655,1.273268283,1.796988221,1.121416853,1.561855928,3.290322581,4.028845284,0.467592593,"Haptic",4.393939394,4.50667252,0.5,"Hand_arm",4.393939394,5.393837726,0.289064524,"Hand_arm",31,32,0.96875,33,36,0.916666666666667,37.25806452,36.42424242,"PN_Sample_548.csv","MN_sample_548.csv"
"uncork",2.2,0.32,1.88,0.2,0.44,3.28,0.142857143,3.714285714,1.80952381,0.523809524,0.619047619,1.914854216,1.029563014,1.9,0.645497224,0.820568908,1.926136028,0.478091444,1.847778589,2.040074695,0.980767435,1.321975434,3.28,3.74933146,0.370192308,"Visual",3.714285714,3.860860154,0.524475524,"Hand_arm",3.714285714,4.795149736,0.236056905,"Hand_arm",25,25,1,21,22,0.954545454545455,41.04,35.23809524,"PN_Sample_801.csv","MN_sample_801.csv"
"uniform",0.714285714,0,2.380952381,0.19047619,0.142857143,4.238095238,2.157894737,2.315789474,1.894736842,0.684210526,2.736842105,1.383577144,0,2.334013506,0.402373908,0.358568583,1.48002574,1.893355572,1.887168119,1.663154193,1.293257368,2.050531239,4.238095238,4.481306172,0.552795031,"Visual",2.736842105,3.686235907,0.209677419,"Torso",4.238095238,5.193530788,0.242785355,"Visual",21,21,1,19,19,1,36.28571429,36,"PN_Sample_311.csv","MN_sample_311.csv"
"unit",0.176470588,0.117647059,0.294117647,0.176470588,0.117647059,3.529411765,0.368421053,0.736842105,1.736842105,0.421052632,0.526315789,0.52859414,0.48507125,0.848874688,0.727606875,0.48507125,1.699913493,0.76088591,1.147078669,1.995609215,1.017392608,1.218761715,3.529411765,3.530473537,0.773333333,"Visual",1.736842105,1.807978921,0.361111111,"Head",3.529411765,3.681932391,0.41600604,"Visual",17,17,1,19,19,1,29.17647059,41.15789474,"PN_Sample_663.csv","MN_sample_663.csv"
"universally",1.375,0.25,0.875,1.625,0.5625,1.9375,0.238095238,0.476190476,1.428571429,1,0.571428571,1.784189825,1,1.74642492,1.962141687,1.209338662,1.982212568,1.091089451,1.289148852,2.111194652,1.732050808,1.468721504,1.9375,2.467709731,0.254716981,"Visual",1.428571429,1.616434517,0.320512821,"Head",1.9375,2.680094196,0.164363846,"Visual",16,16,1,21,21,1,34.1875,32.42857143,"PN_Sample_099.csv","MN_sample_099.csv"
